name,date,season
EPI_ISL_314313,2018-01-11,2017-2018
EPI_ISL_298087,2018-01-11,2017-2018
EPI_ISL_298100,2018-01-11,2017-2018
EPI_ISL_298102,2018-01-11,2017-2018
EPI_ISL_315039,2018-01-11,2017-2018
EPI_ISL_299032,2018-01-11,2017-2018
EPI_ISL_381221,2018-01-11,2017-2018
EPI_ISL_381240,2018-01-11,2017-2018
EPI_ISL_381274,2018-01-11,2017-2018
EPI_ISL_381324,2018-01-11,2017-2018
EPI_ISL_381323,2018-01-11,2017-2018
EPI_ISL_381322,2018-01-11,2017-2018
EPI_ISL_299733,2018-01-11,2017-2018
EPI_ISL_316422,2018-01-11,2017-2018
EPI_ISL_316440,2018-01-11,2017-2018
EPI_ISL_300429,2018-01-11,2017-2018
EPI_ISL_366193,2018-01-11,2017-2018
EPI_ISL_300838,2018-01-11,2017-2018
EPI_ISL_301421,2018-01-11,2017-2018
EPI_ISL_301418,2018-01-11,2017-2018
EPI_ISL_301473,2018-01-11,2017-2018
EPI_ISL_301474,2018-01-11,2017-2018
EPI_ISL_301475,2018-01-11,2017-2018
EPI_ISL_301528,2018-01-11,2017-2018
EPI_ISL_301529,2018-01-11,2017-2018
EPI_ISL_334681,2018-01-11,2017-2018
EPI_ISL_302659,2018-01-11,2017-2018
EPI_ISL_319967,2018-01-11,2017-2018
EPI_ISL_320091,2018-01-11,2017-2018
EPI_ISL_369254,2018-01-11,2017-2018
EPI_ISL_20390749,2018-01-11,2017-2018
EPI_ISL_369264,2018-01-11,2017-2018
EPI_ISL_304125,2018-01-11,2017-2018
EPI_ISL_304303,2018-01-11,2017-2018
EPI_ISL_320741,2018-01-11,2017-2018
EPI_ISL_320959,2018-01-11,2017-2018
EPI_ISL_321222,2018-01-11,2017-2018
EPI_ISL_322069,2018-01-11,2017-2018
EPI_ISL_322071,2018-01-11,2017-2018
EPI_ISL_322079,2018-01-11,2017-2018
EPI_ISL_322080,2018-01-11,2017-2018
EPI_ISL_305829,2018-01-11,2017-2018
EPI_ISL_17625060,2018-01-11,2017-2018
EPI_ISL_308713,2018-01-11,2017-2018
EPI_ISL_358306,2018-01-11,2017-2018
EPI_ISL_310092,2018-01-11,2017-2018
EPI_ISL_14925563,2018-01-11,2017-2018
EPI_ISL_14925562,2018-01-11,2017-2018
EPI_ISL_14925564,2018-01-11,2017-2018
EPI_ISL_327204,2018-01-11,2017-2018
EPI_ISL_327206,2018-01-11,2017-2018
EPI_ISL_327256,2018-01-11,2017-2018
EPI_ISL_327285,2018-01-11,2017-2018
EPI_ISL_327301,2018-01-11,2017-2018
EPI_ISL_327297,2018-01-11,2017-2018
EPI_ISL_376573,2018-01-11,2017-2018
EPI_ISL_376639,2018-01-11,2017-2018
EPI_ISL_376633,2018-01-11,2017-2018
