name,date,season
EPI_ISL_269294,2016-12-12,2016-2017
EPI_ISL_253132,2016-12-12,2016-2017
EPI_ISL_253189,2016-12-12,2016-2017
EPI_ISL_253287,2016-12-12,2016-2017
EPI_ISL_269799,2016-12-12,2016-2017
EPI_ISL_269795,2016-12-12,2016-2017
EPI_ISL_269800,2016-12-12,2016-2017
EPI_ISL_253611,2016-12-12,2016-2017
EPI_ISL_270191,2016-12-12,2016-2017
EPI_ISL_270394,2016-12-12,2016-2017
EPI_ISL_270428,2016-12-12,2016-2017
EPI_ISL_270427,2016-12-12,2016-2017
EPI_ISL_270743,2016-12-12,2016-2017
EPI_ISL_270756,2016-12-12,2016-2017
EPI_ISL_270759,2016-12-12,2016-2017
EPI_ISL_254878,2016-12-12,2016-2017
EPI_ISL_254938,2016-12-12,2016-2017
EPI_ISL_254946,2016-12-12,2016-2017
EPI_ISL_254954,2016-12-12,2016-2017
EPI_ISL_254962,2016-12-12,2016-2017
EPI_ISL_254976,2016-12-12,2016-2017
EPI_ISL_255331,2016-12-12,2016-2017
EPI_ISL_255923,2016-12-12,2016-2017
EPI_ISL_255922,2016-12-12,2016-2017
EPI_ISL_255920,2016-12-12,2016-2017
EPI_ISL_256020,2016-12-12,2016-2017
EPI_ISL_256071,2016-12-12,2016-2017
EPI_ISL_256075,2016-12-12,2016-2017
EPI_ISL_256076,2016-12-12,2016-2017
EPI_ISL_273143,2016-12-12,2016-2017
EPI_ISL_240685,2016-12-12,2016-2017
EPI_ISL_240684,2016-12-12,2016-2017
EPI_ISL_240731,2016-12-12,2016-2017
EPI_ISL_257350,2016-12-12,2016-2017
EPI_ISL_257348,2016-12-12,2016-2017
EPI_ISL_257374,2016-12-12,2016-2017
EPI_ISL_257387,2016-12-12,2016-2017
EPI_ISL_241111,2016-12-12,2016-2017
EPI_ISL_257709,2016-12-12,2016-2017
EPI_ISL_257723,2016-12-12,2016-2017
EPI_ISL_241365,2016-12-12,2016-2017
EPI_ISL_257822,2016-12-12,2016-2017
EPI_ISL_241507,2016-12-12,2016-2017
EPI_ISL_241523,2016-12-12,2016-2017
EPI_ISL_241524,2016-12-12,2016-2017
EPI_ISL_257918,2016-12-12,2016-2017
EPI_ISL_241551,2016-12-12,2016-2017
EPI_ISL_241566,2016-12-12,2016-2017
EPI_ISL_241596,2016-12-12,2016-2017
EPI_ISL_19460458,2016-12-12,2016-2017
EPI_ISL_241818,2016-12-12,2016-2017
EPI_ISL_258265,2016-12-12,2016-2017
EPI_ISL_241978,2016-12-12,2016-2017
EPI_ISL_242420,2016-12-12,2016-2017
EPI_ISL_242622,2016-12-12,2016-2017
EPI_ISL_242621,2016-12-12,2016-2017
EPI_ISL_242627,2016-12-12,2016-2017
EPI_ISL_242631,2016-12-12,2016-2017
EPI_ISL_242634,2016-12-12,2016-2017
EPI_ISL_242648,2016-12-12,2016-2017
EPI_ISL_242655,2016-12-12,2016-2017
EPI_ISL_259090,2016-12-12,2016-2017
EPI_ISL_259097,2016-12-12,2016-2017
EPI_ISL_259104,2016-12-12,2016-2017
EPI_ISL_259120,2016-12-12,2016-2017
EPI_ISL_275513,2016-12-12,2016-2017
EPI_ISL_242810,2016-12-12,2016-2017
EPI_ISL_259196,2016-12-12,2016-2017
EPI_ISL_242816,2016-12-12,2016-2017
EPI_ISL_259205,2016-12-12,2016-2017
EPI_ISL_242835,2016-12-12,2016-2017
EPI_ISL_242836,2016-12-12,2016-2017
EPI_ISL_259543,2016-12-12,2016-2017
EPI_ISL_259582,2016-12-12,2016-2017
EPI_ISL_276898,2016-12-12,2016-2017
EPI_ISL_244159,2016-12-12,2016-2017
EPI_ISL_244158,2016-12-12,2016-2017
EPI_ISL_244160,2016-12-12,2016-2017
EPI_ISL_293364,2016-12-12,2016-2017
EPI_ISL_244741,2016-12-12,2016-2017
EPI_ISL_244765,2016-12-12,2016-2017
EPI_ISL_244865,2016-12-12,2016-2017
EPI_ISL_244893,2016-12-12,2016-2017
EPI_ISL_244892,2016-12-12,2016-2017
EPI_ISL_376093,2016-12-12,2016-2017
EPI_ISL_376092,2016-12-12,2016-2017
EPI_ISL_376095,2016-12-12,2016-2017
EPI_ISL_376094,2016-12-12,2016-2017
EPI_ISL_376089,2016-12-12,2016-2017
EPI_ISL_376091,2016-12-12,2016-2017
EPI_ISL_376090,2016-12-12,2016-2017
EPI_ISL_376101,2016-12-12,2016-2017
EPI_ISL_376100,2016-12-12,2016-2017
EPI_ISL_376103,2016-12-12,2016-2017
EPI_ISL_376102,2016-12-12,2016-2017
EPI_ISL_376097,2016-12-12,2016-2017
EPI_ISL_376096,2016-12-12,2016-2017
EPI_ISL_376099,2016-12-12,2016-2017
EPI_ISL_376098,2016-12-12,2016-2017
EPI_ISL_376109,2016-12-12,2016-2017
EPI_ISL_376108,2016-12-12,2016-2017
EPI_ISL_376111,2016-12-12,2016-2017
EPI_ISL_376110,2016-12-12,2016-2017
EPI_ISL_376105,2016-12-12,2016-2017
EPI_ISL_376104,2016-12-12,2016-2017
EPI_ISL_376107,2016-12-12,2016-2017
EPI_ISL_376106,2016-12-12,2016-2017
EPI_ISL_376117,2016-12-12,2016-2017
EPI_ISL_376116,2016-12-12,2016-2017
EPI_ISL_376113,2016-12-12,2016-2017
EPI_ISL_376112,2016-12-12,2016-2017
EPI_ISL_376115,2016-12-12,2016-2017
EPI_ISL_376114,2016-12-12,2016-2017
EPI_ISL_245169,2016-12-12,2016-2017
EPI_ISL_245168,2016-12-12,2016-2017
EPI_ISL_245174,2016-12-12,2016-2017
EPI_ISL_245201,2016-12-12,2016-2017
EPI_ISL_245200,2016-12-12,2016-2017
EPI_ISL_245211,2016-12-12,2016-2017
EPI_ISL_245222,2016-12-12,2016-2017
EPI_ISL_245252,2016-12-12,2016-2017
EPI_ISL_245279,2016-12-12,2016-2017
EPI_ISL_261771,2016-12-12,2016-2017
EPI_ISL_262188,2016-12-13,2016-2017
EPI_ISL_262187,2016-12-13,2016-2017
EPI_ISL_262267,2016-12-13,2016-2017
EPI_ISL_393423,2016-12-13,2016-2017
EPI_ISL_246674,2016-12-13,2016-2017
EPI_ISL_263071,2016-12-13,2016-2017
EPI_ISL_247486,2016-12-13,2016-2017
EPI_ISL_264041,2016-12-13,2016-2017
EPI_ISL_264042,2016-12-13,2016-2017
EPI_ISL_248123,2016-12-13,2016-2017
EPI_ISL_248365,2016-12-13,2016-2017
EPI_ISL_248371,2016-12-13,2016-2017
EPI_ISL_248369,2016-12-13,2016-2017
EPI_ISL_248401,2016-12-13,2016-2017
EPI_ISL_248503,2016-12-13,2016-2017
EPI_ISL_248510,2016-12-13,2016-2017
EPI_ISL_248524,2016-12-13,2016-2017
EPI_ISL_248843,2016-12-13,2016-2017
EPI_ISL_249053,2016-12-13,2016-2017
