name,date,season
EPI_ISL_287435,2017-02-06,2016-2017
EPI_ISL_287460,2017-02-06,2016-2017
EPI_ISL_287463,2017-02-06,2016-2017
EPI_ISL_254715,2017-02-06,2016-2017
EPI_ISL_254714,2017-02-06,2016-2017
EPI_ISL_254716,2017-02-06,2016-2017
EPI_ISL_287489,2017-02-06,2016-2017
EPI_ISL_287500,2017-02-06,2016-2017
EPI_ISL_287515,2017-02-06,2016-2017
EPI_ISL_287532,2017-02-06,2016-2017
EPI_ISL_287529,2017-02-06,2016-2017
EPI_ISL_287530,2017-02-06,2016-2017
EPI_ISL_287549,2017-02-06,2016-2017
EPI_ISL_255336,2017-02-06,2016-2017
EPI_ISL_255583,2017-02-06,2016-2017
EPI_ISL_255669,2017-02-06,2016-2017
EPI_ISL_255668,2017-02-06,2016-2017
EPI_ISL_255980,2017-02-06,2016-2017
EPI_ISL_256181,2017-02-06,2016-2017
EPI_ISL_256202,2017-02-06,2016-2017
EPI_ISL_289189,2017-02-06,2016-2017
EPI_ISL_289200,2017-02-06,2016-2017
EPI_ISL_289378,2017-02-06,2016-2017
EPI_ISL_1633464,2017-02-06,2016-2017
EPI_ISL_257338,2017-02-06,2016-2017
EPI_ISL_257862,2017-02-06,2016-2017
EPI_ISL_388988,2017-02-06,2016-2017
EPI_ISL_388985,2017-02-06,2016-2017
EPI_ISL_388987,2017-02-06,2016-2017
EPI_ISL_388986,2017-02-06,2016-2017
EPI_ISL_257921,2017-02-06,2016-2017
EPI_ISL_19460401,2017-02-06,2016-2017
EPI_ISL_258295,2017-02-06,2016-2017
EPI_ISL_19460350,2017-02-06,2016-2017
EPI_ISL_259112,2017-02-06,2016-2017
EPI_ISL_259686,2017-02-06,2016-2017
EPI_ISL_259695,2017-02-06,2016-2017
EPI_ISL_259694,2017-02-06,2016-2017
EPI_ISL_259692,2017-02-06,2016-2017
EPI_ISL_259704,2017-02-06,2016-2017
EPI_ISL_14776862,2017-02-06,2016-2017
EPI_ISL_261858,2017-02-06,2016-2017
EPI_ISL_327414,2017-02-06,2016-2017
EPI_ISL_262278,2017-02-07,2016-2017
EPI_ISL_262279,2017-02-07,2016-2017
EPI_ISL_262280,2017-02-07,2016-2017
EPI_ISL_262854,2017-02-07,2016-2017
EPI_ISL_263466,2017-02-07,2016-2017
EPI_ISL_263862,2017-02-07,2016-2017
EPI_ISL_264320,2017-02-07,2016-2017
EPI_ISL_264321,2017-02-07,2016-2017
EPI_ISL_264423,2017-02-07,2016-2017
EPI_ISL_264568,2017-02-07,2016-2017
EPI_ISL_396631,2017-02-07,2016-2017
EPI_ISL_396639,2017-02-07,2016-2017
EPI_ISL_266693,2017-02-07,2016-2017
EPI_ISL_266694,2017-02-07,2016-2017
EPI_ISL_267784,2017-02-07,2016-2017
EPI_ISL_269330,2017-02-07,2016-2017
EPI_ISL_269896,2017-02-07,2016-2017
EPI_ISL_269897,2017-02-07,2016-2017
EPI_ISL_270414,2017-02-07,2016-2017
EPI_ISL_270546,2017-02-07,2016-2017
