name,date,season
EPI_ISL_251195,2015-01-01,2014-2015
EPI_ISL_251203,2015-01-01,2014-2015
EPI_ISL_251210,2015-01-01,2014-2015
EPI_ISL_251213,2015-01-01,2014-2015
EPI_ISL_251230,2015-01-01,2014-2015
EPI_ISL_251229,2015-01-01,2014-2015
EPI_ISL_251260,2015-01-01,2014-2015
EPI_ISL_219065,2015-01-01,2014-2015
EPI_ISL_219064,2015-01-01,2014-2015
EPI_ISL_219068,2015-01-01,2014-2015
EPI_ISL_220379,2015-01-01,2014-2015
EPI_ISL_286782,2015-01-01,2014-2015
EPI_ISL_286876,2015-01-01,2014-2015
EPI_ISL_286946,2015-01-01,2014-2015
EPI_ISL_286955,2015-01-01,2014-2015
EPI_ISL_188960,2015-01-01,2014-2015
EPI_ISL_222826,2015-01-01,2014-2015
EPI_ISL_191064,2015-01-01,2014-2015
EPI_ISL_225034,2015-01-01,2014-2015
EPI_ISL_193210,2015-01-01,2014-2015
EPI_ISL_194510,2015-01-01,2014-2015
EPI_ISL_195851,2015-01-01,2014-2015
EPI_ISL_199563,2015-01-02,2014-2015
EPI_ISL_199586,2015-01-02,2014-2015
EPI_ISL_199621,2015-01-02,2014-2015
EPI_ISL_199742,2015-01-02,2014-2015
EPI_ISL_199741,2015-01-02,2014-2015
EPI_ISL_199753,2015-01-02,2014-2015
EPI_ISL_170635,2015-01-02,2014-2015
EPI_ISL_172362,2015-01-02,2014-2015
EPI_ISL_172495,2015-01-02,2014-2015
EPI_ISL_172512,2015-01-02,2014-2015
EPI_ISL_172579,2015-01-02,2014-2015
EPI_ISL_172746,2015-01-02,2014-2015
EPI_ISL_172754,2015-01-02,2014-2015
EPI_ISL_172757,2015-01-02,2014-2015
EPI_ISL_172782,2015-01-02,2014-2015
EPI_ISL_172783,2015-01-02,2014-2015
EPI_ISL_172794,2015-01-02,2014-2015
EPI_ISL_172793,2015-01-02,2014-2015
EPI_ISL_172801,2015-01-02,2014-2015
EPI_ISL_172809,2015-01-02,2014-2015
EPI_ISL_172908,2015-01-02,2014-2015
EPI_ISL_173227,2015-01-02,2014-2015
EPI_ISL_173224,2015-01-02,2014-2015
EPI_ISL_173240,2015-01-02,2014-2015
EPI_ISL_174141,2015-01-02,2014-2015
EPI_ISL_174178,2015-01-02,2014-2015
EPI_ISL_174187,2015-01-02,2014-2015
EPI_ISL_175012,2015-01-02,2014-2015
EPI_ISL_175013,2015-01-02,2014-2015
EPI_ISL_175027,2015-01-02,2014-2015
EPI_ISL_175028,2015-01-02,2014-2015
EPI_ISL_175232,2015-01-02,2014-2015
EPI_ISL_176498,2015-01-02,2014-2015
EPI_ISL_176502,2015-01-02,2014-2015
EPI_ISL_177998,2015-01-02,2014-2015
EPI_ISL_177999,2015-01-02,2014-2015
EPI_ISL_177997,2015-01-02,2014-2015
EPI_ISL_178033,2015-01-02,2014-2015
EPI_ISL_179323,2015-01-02,2014-2015
EPI_ISL_281850,2015-01-02,2014-2015
EPI_ISL_281851,2015-01-02,2014-2015
EPI_ISL_251164,2015-01-02,2014-2015
EPI_ISL_251171,2015-01-02,2014-2015
EPI_ISL_251170,2015-01-02,2014-2015
EPI_ISL_251179,2015-01-02,2014-2015
EPI_ISL_251186,2015-01-02,2014-2015
EPI_ISL_251188,2015-01-02,2014-2015
EPI_ISL_251193,2015-01-02,2014-2015
EPI_ISL_251202,2015-01-02,2014-2015
EPI_ISL_251205,2015-01-02,2014-2015
EPI_ISL_251204,2015-01-02,2014-2015
EPI_ISL_251212,2015-01-02,2014-2015
EPI_ISL_251218,2015-01-02,2014-2015
EPI_ISL_251223,2015-01-02,2014-2015
EPI_ISL_251221,2015-01-02,2014-2015
EPI_ISL_251234,2015-01-02,2014-2015
EPI_ISL_251233,2015-01-02,2014-2015
EPI_ISL_251232,2015-01-02,2014-2015
EPI_ISL_251238,2015-01-02,2014-2015
EPI_ISL_251259,2015-01-02,2014-2015
EPI_ISL_251258,2015-01-02,2014-2015
EPI_ISL_251256,2015-01-02,2014-2015
EPI_ISL_186570,2015-01-02,2014-2015
EPI_ISL_186571,2015-01-02,2014-2015
EPI_ISL_186569,2015-01-02,2014-2015
EPI_ISL_186572,2015-01-02,2014-2015
EPI_ISL_186573,2015-01-02,2014-2015
EPI_ISL_220383,2015-01-02,2014-2015
EPI_ISL_220382,2015-01-02,2014-2015
EPI_ISL_220381,2015-01-02,2014-2015
EPI_ISL_220380,2015-01-02,2014-2015
EPI_ISL_286929,2015-01-02,2014-2015
EPI_ISL_286970,2015-01-02,2014-2015
EPI_ISL_286993,2015-01-02,2014-2015
EPI_ISL_287009,2015-01-02,2014-2015
EPI_ISL_188868,2015-01-02,2014-2015
EPI_ISL_188876,2015-01-02,2014-2015
EPI_ISL_191050,2015-01-02,2014-2015
EPI_ISL_191052,2015-01-02,2014-2015
EPI_ISL_192238,2015-01-02,2014-2015
EPI_ISL_192761,2015-01-02,2014-2015
EPI_ISL_194926,2015-01-02,2014-2015
EPI_ISL_197874,2015-01-03,2014-2015
EPI_ISL_197931,2015-01-03,2014-2015
EPI_ISL_199608,2015-01-03,2014-2015
EPI_ISL_199706,2015-01-03,2014-2015
EPI_ISL_199705,2015-01-03,2014-2015
EPI_ISL_199704,2015-01-03,2014-2015
EPI_ISL_199754,2015-01-03,2014-2015
EPI_ISL_13017105,2015-01-03,2014-2015
EPI_ISL_172386,2015-01-03,2014-2015
EPI_ISL_172401,2015-01-03,2014-2015
EPI_ISL_172404,2015-01-03,2014-2015
EPI_ISL_172748,2015-01-03,2014-2015
EPI_ISL_173162,2015-01-03,2014-2015
EPI_ISL_174136,2015-01-03,2014-2015
EPI_ISL_174171,2015-01-03,2014-2015
EPI_ISL_174186,2015-01-03,2014-2015
EPI_ISL_207478,2015-01-03,2014-2015
EPI_ISL_175175,2015-01-03,2014-2015
EPI_ISL_176504,2015-01-03,2014-2015
EPI_ISL_176544,2015-01-03,2014-2015
EPI_ISL_178000,2015-01-03,2014-2015
EPI_ISL_178001,2015-01-03,2014-2015
EPI_ISL_179298,2015-01-03,2014-2015
EPI_ISL_281841,2015-01-03,2014-2015
EPI_ISL_281842,2015-01-03,2014-2015
EPI_ISL_281854,2015-01-03,2014-2015
EPI_ISL_281855,2015-01-03,2014-2015
EPI_ISL_251157,2015-01-03,2014-2015
EPI_ISL_251187,2015-01-03,2014-2015
EPI_ISL_251227,2015-01-03,2014-2015
EPI_ISL_251224,2015-01-03,2014-2015
EPI_ISL_251249,2015-01-03,2014-2015
EPI_ISL_251255,2015-01-03,2014-2015
EPI_ISL_252422,2015-01-03,2014-2015
EPI_ISL_253765,2015-01-03,2014-2015
EPI_ISL_253806,2015-01-03,2014-2015
EPI_ISL_253815,2015-01-03,2014-2015
EPI_ISL_286936,2015-01-03,2014-2015
EPI_ISL_286945,2015-01-03,2014-2015
EPI_ISL_189840,2015-01-03,2014-2015
EPI_ISL_256776,2015-01-03,2014-2015
EPI_ISL_199707,2015-01-04,2014-2015
EPI_ISL_199755,2015-01-04,2014-2015
EPI_ISL_199779,2015-01-04,2014-2015
EPI_ISL_235631,2015-01-04,2014-2015
EPI_ISL_235630,2015-01-04,2014-2015
EPI_ISL_235629,2015-01-04,2014-2015
EPI_ISL_170645,2015-01-04,2014-2015
EPI_ISL_15146460,2015-01-04,2014-2015
EPI_ISL_172423,2015-01-04,2014-2015
EPI_ISL_173231,2015-01-04,2014-2015
EPI_ISL_173256,2015-01-04,2014-2015
EPI_ISL_174179,2015-01-04,2014-2015
EPI_ISL_174182,2015-01-04,2014-2015
EPI_ISL_174806,2015-01-04,2014-2015
EPI_ISL_176530,2015-01-04,2014-2015
EPI_ISL_176538,2015-01-04,2014-2015
EPI_ISL_176543,2015-01-04,2014-2015
EPI_ISL_176545,2015-01-04,2014-2015
EPI_ISL_251168,2015-01-04,2014-2015
EPI_ISL_251182,2015-01-04,2014-2015
EPI_ISL_251190,2015-01-04,2014-2015
EPI_ISL_251189,2015-01-04,2014-2015
EPI_ISL_251194,2015-01-04,2014-2015
EPI_ISL_251246,2015-01-04,2014-2015
EPI_ISL_251253,2015-01-04,2014-2015
EPI_ISL_251264,2015-01-04,2014-2015
EPI_ISL_219040,2015-01-04,2014-2015
