name,date,season
EPI_ISL_225072,2016-04-25,2015-2016
EPI_ISL_225132,2016-04-25,2015-2016
EPI_ISL_225141,2016-04-25,2015-2016
EPI_ISL_225433,2016-04-25,2015-2016
EPI_ISL_225937,2016-04-25,2015-2016
EPI_ISL_226081,2016-04-25,2015-2016
EPI_ISL_226080,2016-04-25,2015-2016
EPI_ISL_226821,2016-04-25,2015-2016
EPI_ISL_232105,2016-04-26,2015-2016
EPI_ISL_232109,2016-04-26,2015-2016
EPI_ISL_233258,2016-04-26,2015-2016
EPI_ISL_225070,2016-04-26,2015-2016
EPI_ISL_225107,2016-04-26,2015-2016
EPI_ISL_226805,2016-04-26,2015-2016
EPI_ISL_230307,2016-04-27,2015-2016
EPI_ISL_230308,2016-04-27,2015-2016
EPI_ISL_231967,2016-04-27,2015-2016
EPI_ISL_499012,2016-04-27,2015-2016
EPI_ISL_223171,2016-04-27,2015-2016
EPI_ISL_224060,2016-04-27,2015-2016
EPI_ISL_224536,2016-04-27,2015-2016
EPI_ISL_225086,2016-04-27,2015-2016
EPI_ISL_225123,2016-04-27,2015-2016
EPI_ISL_225135,2016-04-27,2015-2016
EPI_ISL_226082,2016-04-27,2015-2016
EPI_ISL_230351,2016-04-28,2015-2016
EPI_ISL_248780,2016-04-28,2015-2016
EPI_ISL_232538,2016-04-28,2015-2016
EPI_ISL_232563,2016-04-28,2015-2016
EPI_ISL_232985,2016-04-28,2015-2016
EPI_ISL_224028,2016-04-28,2015-2016
EPI_ISL_224061,2016-04-28,2015-2016
EPI_ISL_219060,2016-04-29,2015-2016
EPI_ISL_225076,2016-04-29,2015-2016
EPI_ISL_225080,2016-04-29,2015-2016
EPI_ISL_225106,2016-04-29,2015-2016
EPI_ISL_259148,2016-04-29,2015-2016
EPI_ISL_233431,2016-04-30,2015-2016
EPI_ISL_225041,2016-04-30,2015-2016
EPI_ISL_259075,2016-04-30,2015-2016
EPI_ISL_20174176,2016-05-01,2015-2016
EPI_ISL_19162696,2016-05-01,2015-2016
EPI_ISL_225140,2016-05-01,2015-2016
EPI_ISL_231800,2016-05-02,2015-2016
EPI_ISL_231822,2016-05-02,2015-2016
EPI_ISL_248781,2016-05-02,2015-2016
EPI_ISL_233225,2016-05-02,2015-2016
EPI_ISL_233439,2016-05-02,2015-2016
EPI_ISL_255456,2016-05-02,2015-2016
EPI_ISL_225073,2016-05-02,2015-2016
EPI_ISL_225108,2016-05-02,2015-2016
EPI_ISL_225124,2016-05-02,2015-2016
EPI_ISL_230328,2016-05-03,2015-2016
EPI_ISL_230738,2016-05-03,2015-2016
EPI_ISL_233257,2016-05-03,2015-2016
EPI_ISL_251462,2016-05-03,2015-2016
EPI_ISL_223195,2016-05-03,2015-2016
EPI_ISL_225117,2016-05-03,2015-2016
EPI_ISL_226083,2016-05-03,2015-2016
EPI_ISL_232082,2016-05-04,2015-2016
EPI_ISL_232086,2016-05-04,2015-2016
EPI_ISL_233441,2016-05-04,2015-2016
EPI_ISL_251468,2016-05-04,2015-2016
EPI_ISL_287721,2016-05-04,2015-2016
EPI_ISL_224039,2016-05-04,2015-2016
EPI_ISL_225103,2016-05-04,2015-2016
EPI_ISL_226085,2016-05-04,2015-2016
EPI_ISL_244946,2016-05-04,2015-2016
EPI_ISL_230324,2016-05-05,2015-2016
EPI_ISL_230358,2016-05-05,2015-2016
EPI_ISL_251467,2016-05-05,2015-2016
EPI_ISL_235537,2016-05-05,2015-2016
EPI_ISL_225056,2016-05-05,2015-2016
EPI_ISL_225110,2016-05-05,2015-2016
EPI_ISL_244947,2016-05-05,2015-2016
EPI_ISL_232080,2016-05-06,2015-2016
EPI_ISL_232092,2016-05-06,2015-2016
EPI_ISL_249049,2016-05-06,2015-2016
EPI_ISL_233442,2016-05-06,2015-2016
EPI_ISL_225050,2016-05-06,2015-2016
EPI_ISL_225829,2016-05-06,2015-2016
EPI_ISL_226084,2016-05-06,2015-2016
EPI_ISL_230319,2016-05-08,2015-2016
EPI_ISL_236842,2016-05-08,2015-2016
EPI_ISL_224541,2016-05-08,2015-2016
EPI_ISL_225104,2016-05-08,2015-2016
EPI_ISL_225113,2016-05-08,2015-2016
EPI_ISL_237337,2016-05-09,2015-2016
EPI_ISL_237626,2016-05-09,2015-2016
EPI_ISL_289125,2016-05-09,2015-2016
EPI_ISL_225074,2016-05-09,2015-2016
EPI_ISL_226791,2016-05-09,2015-2016
EPI_ISL_230353,2016-05-10,2015-2016
EPI_ISL_231801,2016-05-10,2015-2016
EPI_ISL_239666,2016-05-10,2015-2016
EPI_ISL_230326,2016-05-11,2015-2016
EPI_ISL_230335,2016-05-11,2015-2016
EPI_ISL_232091,2016-05-11,2015-2016
EPI_ISL_232089,2016-05-11,2015-2016
EPI_ISL_233247,2016-05-11,2015-2016
EPI_ISL_233260,2016-05-11,2015-2016
EPI_ISL_255449,2016-05-11,2015-2016
EPI_ISL_224021,2016-05-11,2015-2016
EPI_ISL_224051,2016-05-11,2015-2016
EPI_ISL_224070,2016-05-11,2015-2016
EPI_ISL_225036,2016-05-11,2015-2016
EPI_ISL_225105,2016-05-11,2015-2016
EPI_ISL_226789,2016-05-11,2015-2016
EPI_ISL_226816,2016-05-11,2015-2016
EPI_ISL_244948,2016-05-11,2015-2016
EPI_ISL_231799,2016-05-12,2015-2016
EPI_ISL_231798,2016-05-12,2015-2016
EPI_ISL_232093,2016-05-12,2015-2016
EPI_ISL_226794,2016-05-12,2015-2016
EPI_ISL_244950,2016-05-12,2015-2016
EPI_ISL_244949,2016-05-12,2015-2016
EPI_ISL_230321,2016-05-13,2015-2016
EPI_ISL_230325,2016-05-13,2015-2016
EPI_ISL_231807,2016-05-13,2015-2016
EPI_ISL_232858,2016-05-13,2015-2016
EPI_ISL_232857,2016-05-13,2015-2016
EPI_ISL_233248,2016-05-13,2015-2016
EPI_ISL_233255,2016-05-13,2015-2016
EPI_ISL_233256,2016-05-13,2015-2016
EPI_ISL_233261,2016-05-13,2015-2016
EPI_ISL_233265,2016-05-13,2015-2016
EPI_ISL_233264,2016-05-13,2015-2016
EPI_ISL_233276,2016-05-13,2015-2016
EPI_ISL_255526,2016-05-13,2015-2016
EPI_ISL_224022,2016-05-13,2015-2016
EPI_ISL_224517,2016-05-13,2015-2016
EPI_ISL_225432,2016-05-13,2015-2016
EPI_ISL_226796,2016-05-13,2015-2016
EPI_ISL_230311,2016-05-14,2015-2016
EPI_ISL_230310,2016-05-14,2015-2016
EPI_ISL_239653,2016-05-14,2015-2016
EPI_ISL_230309,2016-05-15,2015-2016
EPI_ISL_230322,2016-05-15,2015-2016
EPI_ISL_13059325,2016-05-15,2015-2016
EPI_ISL_233842,2016-05-15,2015-2016
EPI_ISL_232087,2016-05-16,2015-2016
EPI_ISL_232090,2016-05-16,2015-2016
EPI_ISL_225830,2016-05-16,2015-2016
EPI_ISL_244951,2016-05-16,2015-2016
EPI_ISL_230317,2016-05-17,2015-2016
EPI_ISL_230352,2016-05-17,2015-2016
EPI_ISL_231802,2016-05-17,2015-2016
EPI_ISL_233251,2016-05-17,2015-2016
EPI_ISL_233249,2016-05-17,2015-2016
EPI_ISL_233263,2016-05-17,2015-2016
EPI_ISL_239667,2016-05-17,2015-2016
EPI_ISL_242718,2016-05-17,2015-2016
EPI_ISL_244952,2016-05-17,2015-2016
EPI_ISL_393960,2016-05-18,2015-2016
EPI_ISL_233243,2016-05-18,2015-2016
EPI_ISL_233262,2016-05-18,2015-2016
EPI_ISL_233274,2016-05-18,2015-2016
EPI_ISL_233273,2016-05-18,2015-2016
EPI_ISL_19191098,2016-05-18,2015-2016
EPI_ISL_18979445,2016-05-18,2015-2016
EPI_ISL_255452,2016-05-18,2015-2016
EPI_ISL_289124,2016-05-18,2015-2016
EPI_ISL_290085,2016-05-18,2015-2016
EPI_ISL_225069,2016-05-18,2015-2016
EPI_ISL_225091,2016-05-18,2015-2016
EPI_ISL_225090,2016-05-18,2015-2016
EPI_ISL_230295,2016-05-19,2015-2016
EPI_ISL_230315,2016-05-19,2015-2016
EPI_ISL_233266,2016-05-19,2015-2016
EPI_ISL_20428728,2016-05-19,2015-2016
EPI_ISL_235073,2016-05-20,2015-2016
EPI_ISL_259149,2016-05-20,2015-2016
EPI_ISL_230337,2016-05-21,2015-2016
EPI_ISL_232542,2016-05-21,2015-2016
EPI_ISL_237355,2016-05-21,2015-2016
EPI_ISL_224683,2016-05-21,2015-2016
EPI_ISL_225109,2016-05-21,2015-2016
EPI_ISL_226831,2016-05-21,2015-2016
EPI_ISL_230314,2016-05-22,2015-2016
EPI_ISL_230355,2016-05-22,2015-2016
EPI_ISL_232553,2016-05-22,2015-2016
EPI_ISL_239668,2016-05-22,2015-2016
EPI_ISL_259150,2016-05-22,2015-2016
EPI_ISL_230318,2016-05-23,2015-2016
EPI_ISL_230329,2016-05-23,2015-2016
EPI_ISL_231803,2016-05-23,2015-2016
EPI_ISL_232564,2016-05-23,2015-2016
EPI_ISL_232844,2016-05-23,2015-2016
EPI_ISL_233250,2016-05-23,2015-2016
EPI_ISL_233252,2016-05-23,2015-2016
EPI_ISL_233267,2016-05-23,2015-2016
EPI_ISL_233269,2016-05-23,2015-2016
EPI_ISL_233275,2016-05-23,2015-2016
EPI_ISL_13046480,2016-05-23,2015-2016
EPI_ISL_13046449,2016-05-23,2015-2016
EPI_ISL_235539,2016-05-23,2015-2016
EPI_ISL_237579,2016-05-23,2015-2016
EPI_ISL_237580,2016-05-23,2015-2016
EPI_ISL_225128,2016-05-23,2015-2016
EPI_ISL_225827,2016-05-23,2015-2016
EPI_ISL_259151,2016-05-23,2015-2016
EPI_ISL_226811,2016-05-23,2015-2016
EPI_ISL_261867,2016-05-23,2015-2016
EPI_ISL_230349,2016-05-24,2015-2016
EPI_ISL_232088,2016-05-24,2015-2016
EPI_ISL_232552,2016-05-24,2015-2016
EPI_ISL_331765,2016-05-24,2015-2016
EPI_ISL_237367,2016-05-24,2015-2016
