name,date,season
EPI_ISL_403679,2019-09-21,2018-2019
EPI_ISL_406666,2019-09-21,2018-2019
EPI_ISL_406830,2019-09-21,2018-2019
EPI_ISL_411135,2019-09-21,2018-2019
EPI_ISL_413234,2019-09-21,2018-2019
EPI_ISL_395407,2019-09-22,2018-2019
EPI_ISL_19764796,2019-09-22,2018-2019
EPI_ISL_400783,2019-09-22,2018-2019
EPI_ISL_403674,2019-09-22,2018-2019
EPI_ISL_404056,2019-09-22,2018-2019
EPI_ISL_404068,2019-09-22,2018-2019
EPI_ISL_18624173,2019-09-22,2018-2019
EPI_ISL_18624174,2019-09-22,2018-2019
EPI_ISL_406678,2019-09-22,2018-2019
EPI_ISL_409434,2019-09-22,2018-2019
EPI_ISL_516110,2019-09-22,2018-2019
EPI_ISL_395382,2019-09-23,2018-2019
EPI_ISL_395408,2019-09-23,2018-2019
EPI_ISL_395428,2019-09-23,2018-2019
EPI_ISL_395427,2019-09-23,2018-2019
EPI_ISL_396989,2019-09-23,2018-2019
EPI_ISL_397197,2019-09-23,2018-2019
EPI_ISL_398819,2019-09-23,2018-2019
EPI_ISL_398849,2019-09-23,2018-2019
EPI_ISL_400013,2019-09-23,2018-2019
EPI_ISL_400784,2019-09-23,2018-2019
EPI_ISL_402298,2019-09-23,2018-2019
EPI_ISL_402354,2019-09-23,2018-2019
EPI_ISL_402419,2019-09-23,2018-2019
EPI_ISL_402710,2019-09-23,2018-2019
EPI_ISL_402776,2019-09-23,2018-2019
EPI_ISL_404546,2019-09-23,2018-2019
EPI_ISL_18624180,2019-09-23,2018-2019
EPI_ISL_20427240,2019-09-23,2018-2019
EPI_ISL_405869,2019-09-23,2018-2019
EPI_ISL_406625,2019-09-23,2018-2019
EPI_ISL_406710,2019-09-23,2018-2019
EPI_ISL_18921645,2019-09-23,2018-2019
EPI_ISL_413228,2019-09-23,2018-2019
EPI_ISL_485499,2019-09-23,2018-2019
EPI_ISL_395379,2019-09-24,2018-2019
EPI_ISL_395412,2019-09-24,2018-2019
EPI_ISL_395421,2019-09-24,2018-2019
EPI_ISL_397004,2019-09-24,2018-2019
EPI_ISL_397201,2019-09-24,2018-2019
EPI_ISL_397273,2019-09-24,2018-2019
EPI_ISL_398543,2019-09-24,2018-2019
EPI_ISL_398537,2019-09-24,2018-2019
EPI_ISL_398827,2019-09-24,2018-2019
EPI_ISL_398860,2019-09-24,2018-2019
EPI_ISL_400785,2019-09-24,2018-2019
EPI_ISL_402350,2019-09-24,2018-2019
EPI_ISL_402506,2019-09-24,2018-2019
EPI_ISL_435321,2019-09-24,2018-2019
EPI_ISL_402782,2019-09-24,2018-2019
EPI_ISL_404067,2019-09-24,2018-2019
EPI_ISL_404560,2019-09-24,2018-2019
EPI_ISL_20427242,2019-09-24,2018-2019
EPI_ISL_20427241,2019-09-24,2018-2019
EPI_ISL_406215,2019-09-24,2018-2019
EPI_ISL_406711,2019-09-24,2018-2019
EPI_ISL_5135288,2019-09-24,2018-2019
EPI_ISL_19882205,2019-09-24,2018-2019
EPI_ISL_418521,2019-09-24,2018-2019
EPI_ISL_421128,2019-09-24,2018-2019
EPI_ISL_491823,2019-09-25,2018-2019
EPI_ISL_491829,2019-09-25,2018-2019
EPI_ISL_491824,2019-09-25,2018-2019
