name,date,season
EPI_ISL_1633356,2017-11-14,2017-2018
EPI_ISL_291009,2017-11-14,2017-2018
EPI_ISL_291010,2017-11-14,2017-2018
EPI_ISL_291076,2017-11-14,2017-2018
EPI_ISL_19460848,2017-11-14,2017-2018
EPI_ISL_292558,2017-11-14,2017-2018
EPI_ISL_292917,2017-11-14,2017-2018
EPI_ISL_294323,2017-11-14,2017-2018
EPI_ISL_327731,2017-11-15,2017-2018
EPI_ISL_295869,2017-11-15,2017-2018
EPI_ISL_296089,2017-11-15,2017-2018
EPI_ISL_296125,2017-11-15,2017-2018
EPI_ISL_296517,2017-11-15,2017-2018
EPI_ISL_329517,2017-11-15,2017-2018
EPI_ISL_329516,2017-11-15,2017-2018
EPI_ISL_297718,2017-11-15,2017-2018
EPI_ISL_297722,2017-11-15,2017-2018
EPI_ISL_18681116,2017-11-15,2017-2018
EPI_ISL_299651,2017-11-15,2017-2018
EPI_ISL_299670,2017-11-15,2017-2018
EPI_ISL_369249,2017-11-15,2017-2018
EPI_ISL_306944,2017-11-15,2017-2018
EPI_ISL_312175,2017-11-15,2017-2018
EPI_ISL_312517,2017-11-15,2017-2018
EPI_ISL_314659,2017-11-15,2017-2018
EPI_ISL_285603,2017-11-15,2017-2018
EPI_ISL_285989,2017-11-15,2017-2018
EPI_ISL_285990,2017-11-15,2017-2018
EPI_ISL_319872,2017-11-15,2017-2018
EPI_ISL_287605,2017-11-15,2017-2018
EPI_ISL_287621,2017-11-15,2017-2018
EPI_ISL_288445,2017-11-15,2017-2018
EPI_ISL_288452,2017-11-15,2017-2018
EPI_ISL_288456,2017-11-15,2017-2018
EPI_ISL_288487,2017-11-15,2017-2018
EPI_ISL_288483,2017-11-15,2017-2018
EPI_ISL_288533,2017-11-15,2017-2018
EPI_ISL_288647,2017-11-15,2017-2018
EPI_ISL_289288,2017-11-15,2017-2018
EPI_ISL_291015,2017-11-15,2017-2018
EPI_ISL_291402,2017-11-15,2017-2018
EPI_ISL_291417,2017-11-15,2017-2018
EPI_ISL_291658,2017-11-15,2017-2018
EPI_ISL_358380,2017-11-15,2017-2018
EPI_ISL_292899,2017-11-15,2017-2018
EPI_ISL_292915,2017-11-15,2017-2018
EPI_ISL_327710,2017-11-16,2017-2018
EPI_ISL_296142,2017-11-16,2017-2018
EPI_ISL_296520,2017-11-16,2017-2018
EPI_ISL_329446,2017-11-16,2017-2018
EPI_ISL_329534,2017-11-16,2017-2018
EPI_ISL_329528,2017-11-16,2017-2018
EPI_ISL_396545,2017-11-16,2017-2018
EPI_ISL_298375,2017-11-16,2017-2018
EPI_ISL_298370,2017-11-16,2017-2018
EPI_ISL_299814,2017-11-16,2017-2018
EPI_ISL_300215,2017-11-16,2017-2018
EPI_ISL_300428,2017-11-16,2017-2018
EPI_ISL_335210,2017-11-16,2017-2018
EPI_ISL_20426711,2017-11-16,2017-2018
EPI_ISL_308743,2017-11-16,2017-2018
EPI_ISL_309530,2017-11-16,2017-2018
EPI_ISL_285988,2017-11-16,2017-2018
EPI_ISL_288446,2017-11-16,2017-2018
EPI_ISL_288460,2017-11-16,2017-2018
EPI_ISL_288461,2017-11-16,2017-2018
EPI_ISL_288457,2017-11-16,2017-2018
EPI_ISL_288535,2017-11-16,2017-2018
EPI_ISL_289186,2017-11-16,2017-2018
EPI_ISL_289541,2017-11-16,2017-2018
EPI_ISL_291137,2017-11-16,2017-2018
EPI_ISL_291397,2017-11-16,2017-2018
EPI_ISL_292441,2017-11-16,2017-2018
EPI_ISL_292450,2017-11-16,2017-2018
EPI_ISL_292603,2017-11-16,2017-2018
EPI_ISL_296518,2017-11-17,2017-2018
EPI_ISL_296519,2017-11-17,2017-2018
EPI_ISL_296521,2017-11-17,2017-2018
EPI_ISL_329529,2017-11-17,2017-2018
EPI_ISL_297340,2017-11-17,2017-2018
EPI_ISL_297348,2017-11-17,2017-2018
EPI_ISL_297719,2017-11-17,2017-2018
EPI_ISL_298559,2017-11-17,2017-2018
EPI_ISL_298578,2017-11-17,2017-2018
EPI_ISL_298604,2017-11-17,2017-2018
EPI_ISL_299679,2017-11-17,2017-2018
EPI_ISL_299907,2017-11-17,2017-2018
EPI_ISL_304990,2017-11-17,2017-2018
EPI_ISL_307396,2017-11-17,2017-2018
EPI_ISL_312173,2017-11-17,2017-2018
EPI_ISL_315232,2017-11-17,2017-2018
EPI_ISL_14835612,2017-11-17,2017-2018
EPI_ISL_286933,2017-11-17,2017-2018
EPI_ISL_287408,2017-11-17,2017-2018
EPI_ISL_288459,2017-11-17,2017-2018
EPI_ISL_288468,2017-11-17,2017-2018
EPI_ISL_288477,2017-11-17,2017-2018
EPI_ISL_288480,2017-11-17,2017-2018
EPI_ISL_288524,2017-11-17,2017-2018
EPI_ISL_288532,2017-11-17,2017-2018
EPI_ISL_288528,2017-11-17,2017-2018
EPI_ISL_289495,2017-11-17,2017-2018
EPI_ISL_289774,2017-11-17,2017-2018
EPI_ISL_291398,2017-11-17,2017-2018
EPI_ISL_291399,2017-11-17,2017-2018
EPI_ISL_291645,2017-11-17,2017-2018
EPI_ISL_291641,2017-11-17,2017-2018
EPI_ISL_292036,2017-11-17,2017-2018
EPI_ISL_292554,2017-11-17,2017-2018
EPI_ISL_292902,2017-11-17,2017-2018
EPI_ISL_292919,2017-11-17,2017-2018
EPI_ISL_293617,2017-11-17,2017-2018
EPI_ISL_327646,2017-11-17,2017-2018
EPI_ISL_296086,2017-11-18,2017-2018
EPI_ISL_296522,2017-11-18,2017-2018
EPI_ISL_329521,2017-11-18,2017-2018
EPI_ISL_329535,2017-11-18,2017-2018
EPI_ISL_298569,2017-11-18,2017-2018
EPI_ISL_298590,2017-11-18,2017-2018
EPI_ISL_299430,2017-11-18,2017-2018
EPI_ISL_299500,2017-11-18,2017-2018
EPI_ISL_299818,2017-11-18,2017-2018
EPI_ISL_303082,2017-11-18,2017-2018
EPI_ISL_303927,2017-11-18,2017-2018
EPI_ISL_305789,2017-11-18,2017-2018
EPI_ISL_314381,2017-11-18,2017-2018
EPI_ISL_285986,2017-11-18,2017-2018
