name,date,season
EPI_ISL_260406,2017-03-31,2016-2017
EPI_ISL_262090,2017-03-31,2016-2017
EPI_ISL_262757,2017-04-01,2016-2017
EPI_ISL_262758,2017-04-01,2016-2017
EPI_ISL_262763,2017-04-01,2016-2017
EPI_ISL_269460,2017-04-01,2016-2017
EPI_ISL_17049057,2017-04-01,2016-2017
EPI_ISL_272941,2017-04-01,2016-2017
EPI_ISL_1618081,2017-04-01,2016-2017
EPI_ISL_274933,2017-04-01,2016-2017
EPI_ISL_274946,2017-04-01,2016-2017
EPI_ISL_275580,2017-04-01,2016-2017
EPI_ISL_275947,2017-04-01,2016-2017
EPI_ISL_278713,2017-04-01,2016-2017
EPI_ISL_281533,2017-04-01,2016-2017
EPI_ISL_281547,2017-04-01,2016-2017
EPI_ISL_18043301,2017-04-01,2016-2017
EPI_ISL_284674,2017-04-01,2016-2017
EPI_ISL_4061353,2017-04-01,2016-2017
EPI_ISL_262609,2017-04-02,2016-2017
EPI_ISL_264429,2017-04-02,2016-2017
EPI_ISL_269428,2017-04-02,2016-2017
EPI_ISL_269436,2017-04-02,2016-2017
EPI_ISL_273266,2017-04-02,2016-2017
EPI_ISL_274917,2017-04-02,2016-2017
EPI_ISL_274941,2017-04-02,2016-2017
EPI_ISL_275546,2017-04-02,2016-2017
EPI_ISL_18043302,2017-04-02,2016-2017
EPI_ISL_287285,2017-04-02,2016-2017
EPI_ISL_259721,2017-04-02,2016-2017
EPI_ISL_260425,2017-04-02,2016-2017
EPI_ISL_293404,2017-04-02,2016-2017
EPI_ISL_262726,2017-04-03,2016-2017
EPI_ISL_262747,2017-04-03,2016-2017
EPI_ISL_266672,2017-04-03,2016-2017
EPI_ISL_266673,2017-04-03,2016-2017
EPI_ISL_267065,2017-04-03,2016-2017
EPI_ISL_267741,2017-04-03,2016-2017
EPI_ISL_267773,2017-04-03,2016-2017
EPI_ISL_267781,2017-04-03,2016-2017
EPI_ISL_267779,2017-04-03,2016-2017
EPI_ISL_268291,2017-04-03,2016-2017
EPI_ISL_268329,2017-04-03,2016-2017
EPI_ISL_268394,2017-04-03,2016-2017
EPI_ISL_268395,2017-04-03,2016-2017
EPI_ISL_269434,2017-04-03,2016-2017
EPI_ISL_269446,2017-04-03,2016-2017
EPI_ISL_269461,2017-04-03,2016-2017
EPI_ISL_271316,2017-04-03,2016-2017
EPI_ISL_272921,2017-04-03,2016-2017
EPI_ISL_280153,2017-04-03,2016-2017
EPI_ISL_18043303,2017-04-03,2016-2017
EPI_ISL_283164,2017-04-03,2016-2017
EPI_ISL_18043498,2017-04-03,2016-2017
EPI_ISL_287120,2017-04-03,2016-2017
EPI_ISL_287286,2017-04-03,2016-2017
EPI_ISL_260410,2017-04-03,2016-2017
EPI_ISL_260426,2017-04-03,2016-2017
EPI_ISL_261811,2017-04-03,2016-2017
EPI_ISL_262727,2017-04-04,2016-2017
EPI_ISL_262729,2017-04-04,2016-2017
EPI_ISL_262749,2017-04-04,2016-2017
EPI_ISL_267002,2017-04-04,2016-2017
EPI_ISL_268246,2017-04-04,2016-2017
EPI_ISL_268308,2017-04-04,2016-2017
