name,date,season
EPI_ISL_176849,2014-01-31,2013-2014
EPI_ISL_176957,2014-01-31,2013-2014
EPI_ISL_158078,2014-01-31,2013-2014
EPI_ISL_160166,2014-01-31,2013-2014
EPI_ISL_165631,2014-02-01,2013-2014
EPI_ISL_235231,2014-02-01,2013-2014
EPI_ISL_235379,2014-02-01,2013-2014
EPI_ISL_235378,2014-02-01,2013-2014
EPI_ISL_235377,2014-02-01,2013-2014
EPI_ISL_235381,2014-02-01,2013-2014
EPI_ISL_235380,2014-02-01,2013-2014
EPI_ISL_206272,2014-02-01,2013-2014
EPI_ISL_16891319,2014-02-01,2013-2014
EPI_ISL_16891322,2014-02-01,2013-2014
EPI_ISL_246078,2014-02-01,2013-2014
EPI_ISL_156993,2014-02-01,2013-2014
EPI_ISL_166210,2014-02-02,2013-2014
EPI_ISL_15082330,2014-02-02,2013-2014
EPI_ISL_164240,2014-02-03,2013-2014
EPI_ISL_164292,2014-02-03,2013-2014
EPI_ISL_165637,2014-02-03,2013-2014
EPI_ISL_165892,2014-02-03,2013-2014
EPI_ISL_166211,2014-02-03,2013-2014
EPI_ISL_166796,2014-02-03,2013-2014
EPI_ISL_15082331,2014-02-03,2013-2014
EPI_ISL_206284,2014-02-03,2013-2014
EPI_ISL_176934,2014-02-03,2013-2014
EPI_ISL_157758,2014-02-03,2013-2014
EPI_ISL_157762,2014-02-03,2013-2014
EPI_ISL_158728,2014-02-03,2013-2014
EPI_ISL_160160,2014-02-03,2013-2014
EPI_ISL_162129,2014-02-03,2013-2014
EPI_ISL_163104,2014-02-03,2013-2014
EPI_ISL_163537,2014-02-03,2013-2014
EPI_ISL_164409,2014-02-04,2013-2014
EPI_ISL_164430,2014-02-04,2013-2014
EPI_ISL_165826,2014-02-04,2013-2014
EPI_ISL_167850,2014-02-04,2013-2014
EPI_ISL_167854,2014-02-04,2013-2014
EPI_ISL_167852,2014-02-04,2013-2014
EPI_ISL_167858,2014-02-04,2013-2014
EPI_ISL_167857,2014-02-04,2013-2014
EPI_ISL_169216,2014-02-04,2013-2014
EPI_ISL_171835,2014-02-04,2013-2014
EPI_ISL_171889,2014-02-04,2013-2014
EPI_ISL_205393,2014-02-04,2013-2014
EPI_ISL_157218,2014-02-04,2013-2014
EPI_ISL_157427,2014-02-04,2013-2014
EPI_ISL_158082,2014-02-04,2013-2014
EPI_ISL_158824,2014-02-04,2013-2014
EPI_ISL_158974,2014-02-04,2013-2014
EPI_ISL_160191,2014-02-04,2013-2014
EPI_ISL_162728,2014-02-04,2013-2014
