name,date,season
EPI_ISL_20488741,2019-03-21,2018-2019
EPI_ISL_20488954,2019-03-21,2018-2019
EPI_ISL_501859,2019-03-21,2018-2019
EPI_ISL_501903,2019-03-21,2018-2019
EPI_ISL_501902,2019-03-21,2018-2019
EPI_ISL_501909,2019-03-21,2018-2019
EPI_ISL_501917,2019-03-21,2018-2019
EPI_ISL_501916,2019-03-21,2018-2019
EPI_ISL_501914,2019-03-21,2018-2019
EPI_ISL_501913,2019-03-21,2018-2019
EPI_ISL_501920,2019-03-21,2018-2019
EPI_ISL_501964,2019-03-21,2018-2019
EPI_ISL_501988,2019-03-21,2018-2019
EPI_ISL_501984,2019-03-21,2018-2019
EPI_ISL_502025,2019-03-21,2018-2019
EPI_ISL_20492089,2019-03-21,2018-2019
EPI_ISL_20492052,2019-03-21,2018-2019
EPI_ISL_20492119,2019-03-21,2018-2019
EPI_ISL_20492097,2019-03-21,2018-2019
EPI_ISL_20492212,2019-03-21,2018-2019
EPI_ISL_20492264,2019-03-21,2018-2019
EPI_ISL_503577,2019-03-21,2018-2019
EPI_ISL_372543,2019-03-21,2018-2019
EPI_ISL_372544,2019-03-21,2018-2019
EPI_ISL_20492325,2019-03-21,2018-2019
EPI_ISL_20492306,2019-03-21,2018-2019
EPI_ISL_505746,2019-03-21,2018-2019
EPI_ISL_18988870,2019-03-21,2018-2019
EPI_ISL_377439,2019-03-21,2018-2019
EPI_ISL_377462,2019-03-21,2018-2019
EPI_ISL_377661,2019-03-21,2018-2019
EPI_ISL_377852,2019-03-21,2018-2019
EPI_ISL_378092,2019-03-21,2018-2019
EPI_ISL_380080,2019-03-21,2018-2019
EPI_ISL_380454,2019-03-21,2018-2019
EPI_ISL_380457,2019-03-21,2018-2019
EPI_ISL_380456,2019-03-21,2018-2019
EPI_ISL_380458,2019-03-21,2018-2019
EPI_ISL_380500,2019-03-21,2018-2019
EPI_ISL_380503,2019-03-21,2018-2019
EPI_ISL_380502,2019-03-21,2018-2019
EPI_ISL_380496,2019-03-21,2018-2019
EPI_ISL_380498,2019-03-21,2018-2019
EPI_ISL_380621,2019-03-21,2018-2019
