name,date,season
EPI_ISL_477531,2020-02-21,2019-2020
EPI_ISL_477586,2020-02-21,2019-2020
EPI_ISL_445202,2020-02-21,2019-2020
EPI_ISL_609911,2020-02-21,2019-2020
EPI_ISL_413537,2020-02-21,2019-2020
EPI_ISL_481442,2020-02-21,2019-2020
EPI_ISL_481440,2020-02-21,2019-2020
EPI_ISL_1367574,2020-02-21,2019-2020
EPI_ISL_516794,2020-02-21,2019-2020
EPI_ISL_419084,2020-02-21,2019-2020
EPI_ISL_485732,2020-02-21,2019-2020
EPI_ISL_485752,2020-02-21,2019-2020
EPI_ISL_485772,2020-02-21,2019-2020
EPI_ISL_486767,2020-02-21,2019-2020
EPI_ISL_455554,2020-02-21,2019-2020
EPI_ISL_455796,2020-02-21,2019-2020
EPI_ISL_455801,2020-02-21,2019-2020
EPI_ISL_463778,2020-02-22,2019-2020
EPI_ISL_4069971,2020-02-22,2019-2020
EPI_ISL_418532,2020-02-22,2019-2020
EPI_ISL_419616,2020-02-22,2019-2020
EPI_ISL_583904,2020-02-22,2019-2020
EPI_ISL_421095,2020-02-22,2019-2020
EPI_ISL_421114,2020-02-22,2019-2020
EPI_ISL_455812,2020-02-22,2019-2020
EPI_ISL_19596718,2020-02-23,2019-2020
EPI_ISL_528877,2020-02-23,2019-2020
EPI_ISL_434392,2020-02-23,2019-2020
EPI_ISL_500723,2020-02-23,2019-2020
EPI_ISL_500722,2020-02-23,2019-2020
EPI_ISL_500721,2020-02-23,2019-2020
EPI_ISL_477500,2020-02-23,2019-2020
EPI_ISL_516792,2020-02-23,2019-2020
EPI_ISL_418531,2020-02-23,2019-2020
EPI_ISL_421113,2020-02-23,2019-2020
EPI_ISL_486679,2020-02-23,2019-2020
EPI_ISL_486681,2020-02-23,2019-2020
EPI_ISL_455565,2020-02-23,2019-2020
EPI_ISL_527233,2020-02-24,2019-2020
EPI_ISL_529044,2020-02-24,2019-2020
EPI_ISL_529046,2020-02-24,2019-2020
EPI_ISL_529129,2020-02-24,2019-2020
EPI_ISL_463801,2020-02-24,2019-2020
EPI_ISL_463800,2020-02-24,2019-2020
EPI_ISL_498346,2020-02-24,2019-2020
EPI_ISL_498375,2020-02-24,2019-2020
EPI_ISL_671408,2020-02-24,2019-2020
EPI_ISL_477487,2020-02-24,2019-2020
EPI_ISL_477488,2020-02-24,2019-2020
EPI_ISL_413540,2020-02-24,2019-2020
EPI_ISL_413541,2020-02-24,2019-2020
EPI_ISL_415766,2020-02-24,2019-2020
EPI_ISL_481444,2020-02-24,2019-2020
EPI_ISL_481443,2020-02-24,2019-2020
EPI_ISL_481441,2020-02-24,2019-2020
EPI_ISL_481454,2020-02-24,2019-2020
EPI_ISL_416810,2020-02-24,2019-2020
EPI_ISL_515980,2020-02-24,2019-2020
EPI_ISL_418533,2020-02-24,2019-2020
EPI_ISL_485414,2020-02-24,2019-2020
EPI_ISL_421115,2020-02-24,2019-2020
EPI_ISL_486765,2020-02-24,2019-2020
EPI_ISL_527185,2020-02-25,2019-2020
EPI_ISL_528892,2020-02-25,2019-2020
EPI_ISL_529038,2020-02-25,2019-2020
EPI_ISL_430752,2020-02-25,2019-2020
EPI_ISL_498293,2020-02-25,2019-2020
EPI_ISL_498296,2020-02-25,2019-2020
EPI_ISL_500724,2020-02-25,2019-2020
EPI_ISL_766814,2020-02-25,2019-2020
EPI_ISL_766836,2020-02-25,2019-2020
EPI_ISL_671409,2020-02-25,2019-2020
EPI_ISL_447868,2020-02-25,2019-2020
EPI_ISL_447867,2020-02-25,2019-2020
EPI_ISL_481447,2020-02-25,2019-2020
EPI_ISL_481446,2020-02-25,2019-2020
EPI_ISL_481448,2020-02-25,2019-2020
EPI_ISL_481461,2020-02-25,2019-2020
EPI_ISL_514699,2020-02-25,2019-2020
EPI_ISL_514711,2020-02-25,2019-2020
EPI_ISL_515981,2020-02-25,2019-2020
EPI_ISL_516175,2020-02-25,2019-2020
EPI_ISL_485467,2020-02-25,2019-2020
EPI_ISL_486682,2020-02-25,2019-2020
EPI_ISL_487238,2020-02-25,2019-2020
EPI_ISL_455553,2020-02-25,2019-2020
EPI_ISL_455562,2020-02-25,2019-2020
EPI_ISL_424749,2020-02-25,2019-2020
EPI_ISL_19596754,2020-02-26,2019-2020
EPI_ISL_498217,2020-02-26,2019-2020
EPI_ISL_498389,2020-02-26,2019-2020
EPI_ISL_498414,2020-02-26,2019-2020
EPI_ISL_434436,2020-02-26,2019-2020
EPI_ISL_766812,2020-02-26,2019-2020
EPI_ISL_766800,2020-02-26,2019-2020
EPI_ISL_766807,2020-02-26,2019-2020
EPI_ISL_766828,2020-02-26,2019-2020
EPI_ISL_477606,2020-02-26,2019-2020
EPI_ISL_477605,2020-02-26,2019-2020
EPI_ISL_413547,2020-02-26,2019-2020
EPI_ISL_447872,2020-02-26,2019-2020
EPI_ISL_644654,2020-02-26,2019-2020
EPI_ISL_481450,2020-02-26,2019-2020
EPI_ISL_481449,2020-02-26,2019-2020
EPI_ISL_416799,2020-02-26,2019-2020
EPI_ISL_515538,2020-02-26,2019-2020
EPI_ISL_516138,2020-02-26,2019-2020
EPI_ISL_487242,2020-02-26,2019-2020
EPI_ISL_487241,2020-02-26,2019-2020
EPI_ISL_1732519,2020-02-26,2019-2020
EPI_ISL_424764,2020-02-26,2019-2020
EPI_ISL_490890,2020-02-26,2019-2020
EPI_ISL_429943,2020-02-27,2019-2020
EPI_ISL_529040,2020-02-27,2019-2020
EPI_ISL_498377,2020-02-27,2019-2020
EPI_ISL_498376,2020-02-27,2019-2020
EPI_ISL_500725,2020-02-27,2019-2020
EPI_ISL_471384,2020-02-27,2019-2020
EPI_ISL_671410,2020-02-27,2019-2020
EPI_ISL_477609,2020-02-27,2019-2020
EPI_ISL_477608,2020-02-27,2019-2020
EPI_ISL_447871,2020-02-27,2019-2020
EPI_ISL_447869,2020-02-27,2019-2020
EPI_ISL_645154,2020-02-27,2019-2020
EPI_ISL_481455,2020-02-27,2019-2020
EPI_ISL_481453,2020-02-27,2019-2020
EPI_ISL_481451,2020-02-27,2019-2020
EPI_ISL_514697,2020-02-27,2019-2020
EPI_ISL_449733,2020-02-27,2019-2020
EPI_ISL_516140,2020-02-27,2019-2020
EPI_ISL_516791,2020-02-27,2019-2020
EPI_ISL_419086,2020-02-27,2019-2020
EPI_ISL_419085,2020-02-27,2019-2020
EPI_ISL_421097,2020-02-27,2019-2020
EPI_ISL_486683,2020-02-27,2019-2020
EPI_ISL_455806,2020-02-27,2019-2020
EPI_ISL_424735,2020-02-27,2019-2020
EPI_ISL_424747,2020-02-27,2019-2020
EPI_ISL_424756,2020-02-27,2019-2020
EPI_ISL_18058081,2020-02-28,2019-2020
EPI_ISL_464107,2020-02-28,2019-2020
EPI_ISL_434437,2020-02-28,2019-2020
EPI_ISL_434446,2020-02-28,2019-2020
EPI_ISL_9029169,2020-02-28,2019-2020
EPI_ISL_477607,2020-02-28,2019-2020
EPI_ISL_477612,2020-02-28,2019-2020
EPI_ISL_413549,2020-02-28,2019-2020
EPI_ISL_447874,2020-02-28,2019-2020
EPI_ISL_481452,2020-02-28,2019-2020
EPI_ISL_455560,2020-02-28,2019-2020
EPI_ISL_528891,2020-02-29,2019-2020
EPI_ISL_430751,2020-02-29,2019-2020
EPI_ISL_463829,2020-02-29,2019-2020
EPI_ISL_477534,2020-02-29,2019-2020
EPI_ISL_447870,2020-02-29,2019-2020
EPI_ISL_515982,2020-02-29,2019-2020
EPI_ISL_516790,2020-02-29,2019-2020
EPI_ISL_582596,2020-02-29,2019-2020
EPI_ISL_485756,2020-02-29,2019-2020
EPI_ISL_487468,2020-02-29,2019-2020
EPI_ISL_455561,2020-02-29,2019-2020
EPI_ISL_2521310,2020-02-29,2019-2020
EPI_ISL_424748,2020-02-29,2019-2020
EPI_ISL_429109,2020-03-01,2019-2020
EPI_ISL_528890,2020-03-01,2019-2020
EPI_ISL_528893,2020-03-01,2019-2020
EPI_ISL_498350,2020-03-01,2019-2020
EPI_ISL_498349,2020-03-01,2019-2020
EPI_ISL_572194,2020-03-01,2019-2020
EPI_ISL_17056832,2020-03-01,2019-2020
EPI_ISL_9029173,2020-03-01,2019-2020
EPI_ISL_645155,2020-03-01,2019-2020
EPI_ISL_516789,2020-03-01,2019-2020
EPI_ISL_418534,2020-03-01,2019-2020
EPI_ISL_421116,2020-03-01,2019-2020
EPI_ISL_424741,2020-03-01,2019-2020
EPI_ISL_424736,2020-03-01,2019-2020
EPI_ISL_493142,2020-03-02,2019-2020
EPI_ISL_18058080,2020-03-02,2019-2020
EPI_ISL_528757,2020-03-02,2019-2020
EPI_ISL_528876,2020-03-02,2019-2020
EPI_ISL_463766,2020-03-02,2019-2020
EPI_ISL_628775,2020-03-02,2019-2020
EPI_ISL_498382,2020-03-02,2019-2020
EPI_ISL_498393,2020-03-02,2019-2020
EPI_ISL_434393,2020-03-02,2019-2020
EPI_ISL_434426,2020-03-02,2019-2020
EPI_ISL_434438,2020-03-02,2019-2020
EPI_ISL_500732,2020-03-02,2019-2020
EPI_ISL_468165,2020-03-02,2019-2020
EPI_ISL_1647862,2020-03-02,2019-2020
EPI_ISL_732327,2020-03-02,2019-2020
EPI_ISL_766799,2020-03-02,2019-2020
EPI_ISL_766801,2020-03-02,2019-2020
EPI_ISL_766820,2020-03-02,2019-2020
EPI_ISL_766839,2020-03-02,2019-2020
EPI_ISL_1064133,2020-03-02,2019-2020
EPI_ISL_671411,2020-03-02,2019-2020
EPI_ISL_9029123,2020-03-02,2019-2020
EPI_ISL_9029177,2020-03-02,2019-2020
EPI_ISL_510020,2020-03-02,2019-2020
EPI_ISL_477502,2020-03-02,2019-2020
EPI_ISL_477600,2020-03-02,2019-2020
EPI_ISL_445204,2020-03-02,2019-2020
EPI_ISL_445203,2020-03-02,2019-2020
EPI_ISL_414607,2020-03-02,2019-2020
EPI_ISL_414604,2020-03-02,2019-2020
EPI_ISL_414602,2020-03-02,2019-2020
EPI_ISL_414609,2020-03-02,2019-2020
EPI_ISL_447879,2020-03-02,2019-2020
EPI_ISL_447876,2020-03-02,2019-2020
EPI_ISL_481462,2020-03-02,2019-2020
EPI_ISL_481459,2020-03-02,2019-2020
EPI_ISL_481458,2020-03-02,2019-2020
EPI_ISL_481457,2020-03-02,2019-2020
EPI_ISL_481456,2020-03-02,2019-2020
EPI_ISL_481467,2020-03-02,2019-2020
EPI_ISL_481465,2020-03-02,2019-2020
EPI_ISL_1367571,2020-03-02,2019-2020
EPI_ISL_1367592,2020-03-02,2019-2020
EPI_ISL_1367594,2020-03-02,2019-2020
EPI_ISL_419612,2020-03-02,2019-2020
EPI_ISL_584007,2020-03-02,2019-2020
EPI_ISL_485740,2020-03-02,2019-2020
EPI_ISL_485773,2020-03-02,2019-2020
EPI_ISL_421098,2020-03-02,2019-2020
EPI_ISL_421122,2020-03-02,2019-2020
EPI_ISL_486701,2020-03-02,2019-2020
EPI_ISL_455559,2020-03-02,2019-2020
EPI_ISL_455555,2020-03-02,2019-2020
