name,date,season
EPI_ISL_275733,2017-06-07,2016-2017
EPI_ISL_275744,2017-06-07,2016-2017
EPI_ISL_275886,2017-06-07,2016-2017
EPI_ISL_281558,2017-06-07,2016-2017
EPI_ISL_281566,2017-06-07,2016-2017
EPI_ISL_281689,2017-06-07,2016-2017
EPI_ISL_283336,2017-06-07,2016-2017
EPI_ISL_290272,2017-06-07,2016-2017
EPI_ISL_365449,2017-06-08,2016-2017
EPI_ISL_300391,2017-06-08,2016-2017
EPI_ISL_269966,2017-06-08,2016-2017
EPI_ISL_269968,2017-06-08,2016-2017
EPI_ISL_271300,2017-06-08,2016-2017
EPI_ISL_403412,2017-06-08,2016-2017
EPI_ISL_272904,2017-06-08,2016-2017
EPI_ISL_272943,2017-06-08,2016-2017
EPI_ISL_20425909,2017-06-08,2016-2017
EPI_ISL_275277,2017-06-08,2016-2017
EPI_ISL_275293,2017-06-08,2016-2017
EPI_ISL_275605,2017-06-08,2016-2017
EPI_ISL_275609,2017-06-08,2016-2017
EPI_ISL_275610,2017-06-08,2016-2017
EPI_ISL_275611,2017-06-08,2016-2017
EPI_ISL_275888,2017-06-08,2016-2017
EPI_ISL_277166,2017-06-08,2016-2017
EPI_ISL_278705,2017-06-08,2016-2017
EPI_ISL_281559,2017-06-08,2016-2017
EPI_ISL_281560,2017-06-08,2016-2017
EPI_ISL_283083,2017-06-08,2016-2017
EPI_ISL_381580,2017-06-08,2016-2017
EPI_ISL_381583,2017-06-08,2016-2017
EPI_ISL_381599,2017-06-08,2016-2017
EPI_ISL_283335,2017-06-08,2016-2017
EPI_ISL_14777062,2017-06-08,2016-2017
EPI_ISL_328856,2017-06-09,2016-2017
EPI_ISL_396303,2017-06-09,2016-2017
EPI_ISL_396782,2017-06-09,2016-2017
EPI_ISL_299745,2017-06-09,2016-2017
EPI_ISL_365394,2017-06-09,2016-2017
EPI_ISL_269787,2017-06-09,2016-2017
EPI_ISL_269965,2017-06-09,2016-2017
EPI_ISL_270169,2017-06-09,2016-2017
EPI_ISL_20425910,2017-06-09,2016-2017
EPI_ISL_20425899,2017-06-09,2016-2017
EPI_ISL_275960,2017-06-09,2016-2017
EPI_ISL_277535,2017-06-09,2016-2017
EPI_ISL_279233,2017-06-09,2016-2017
EPI_ISL_281452,2017-06-09,2016-2017
EPI_ISL_328857,2017-06-10,2016-2017
EPI_ISL_396492,2017-06-10,2016-2017
EPI_ISL_20425902,2017-06-10,2016-2017
EPI_ISL_275278,2017-06-10,2016-2017
EPI_ISL_275298,2017-06-10,2016-2017
EPI_ISL_275885,2017-06-10,2016-2017
EPI_ISL_277434,2017-06-10,2016-2017
EPI_ISL_286816,2017-06-10,2016-2017
EPI_ISL_273695,2017-06-11,2016-2017
EPI_ISL_273691,2017-06-11,2016-2017
EPI_ISL_274660,2017-06-11,2016-2017
EPI_ISL_277159,2017-06-11,2016-2017
EPI_ISL_277160,2017-06-11,2016-2017
EPI_ISL_277487,2017-06-11,2016-2017
EPI_ISL_281453,2017-06-11,2016-2017
EPI_ISL_281561,2017-06-11,2016-2017
EPI_ISL_281562,2017-06-11,2016-2017
EPI_ISL_286118,2017-06-11,2016-2017
EPI_ISL_286120,2017-06-11,2016-2017
EPI_ISL_396488,2017-06-12,2016-2017
EPI_ISL_269967,2017-06-12,2016-2017
EPI_ISL_273693,2017-06-12,2016-2017
EPI_ISL_273694,2017-06-12,2016-2017
EPI_ISL_20425917,2017-06-12,2016-2017
EPI_ISL_20425915,2017-06-12,2016-2017
EPI_ISL_20425892,2017-06-12,2016-2017
EPI_ISL_20425901,2017-06-12,2016-2017
EPI_ISL_20425936,2017-06-12,2016-2017
EPI_ISL_20425926,2017-06-12,2016-2017
EPI_ISL_274667,2017-06-12,2016-2017
EPI_ISL_275215,2017-06-12,2016-2017
EPI_ISL_275299,2017-06-12,2016-2017
EPI_ISL_275608,2017-06-12,2016-2017
EPI_ISL_275741,2017-06-12,2016-2017
EPI_ISL_275773,2017-06-12,2016-2017
EPI_ISL_275787,2017-06-12,2016-2017
EPI_ISL_275841,2017-06-12,2016-2017
EPI_ISL_275887,2017-06-12,2016-2017
EPI_ISL_275883,2017-06-12,2016-2017
EPI_ISL_275941,2017-06-12,2016-2017
EPI_ISL_277155,2017-06-12,2016-2017
EPI_ISL_277310,2017-06-12,2016-2017
EPI_ISL_277500,2017-06-12,2016-2017
EPI_ISL_278583,2017-06-12,2016-2017
EPI_ISL_314166,2017-06-12,2016-2017
EPI_ISL_314167,2017-06-12,2016-2017
EPI_ISL_281567,2017-06-12,2016-2017
EPI_ISL_381141,2017-06-12,2016-2017
EPI_ISL_282865,2017-06-12,2016-2017
EPI_ISL_283332,2017-06-12,2016-2017
EPI_ISL_283349,2017-06-12,2016-2017
EPI_ISL_288515,2017-06-12,2016-2017
EPI_ISL_396185,2017-06-13,2016-2017
EPI_ISL_396602,2017-06-13,2016-2017
EPI_ISL_396601,2017-06-13,2016-2017
EPI_ISL_365409,2017-06-13,2016-2017
EPI_ISL_365433,2017-06-13,2016-2017
EPI_ISL_270176,2017-06-13,2016-2017
EPI_ISL_20425996,2017-06-13,2016-2017
EPI_ISL_20425995,2017-06-13,2016-2017
EPI_ISL_273719,2017-06-13,2016-2017
EPI_ISL_20425919,2017-06-13,2016-2017
EPI_ISL_20425918,2017-06-13,2016-2017
