name,date,season
EPI_ISL_231812,2016-01-30,2015-2016
EPI_ISL_218450,2016-01-30,2015-2016
EPI_ISL_219199,2016-01-30,2015-2016
EPI_ISL_220370,2016-01-30,2015-2016
EPI_ISL_213033,2016-01-31,2015-2016
EPI_ISL_214530,2016-01-31,2015-2016
EPI_ISL_219190,2016-01-31,2015-2016
EPI_ISL_219189,2016-01-31,2015-2016
EPI_ISL_212361,2016-01-31,2015-2016
EPI_ISL_212360,2016-01-31,2015-2016
EPI_ISL_213022,2016-02-01,2015-2016
EPI_ISL_229787,2016-02-01,2015-2016
EPI_ISL_229793,2016-02-01,2015-2016
EPI_ISL_229799,2016-02-01,2015-2016
EPI_ISL_229797,2016-02-01,2015-2016
EPI_ISL_328463,2016-02-01,2015-2016
EPI_ISL_328462,2016-02-01,2015-2016
EPI_ISL_328466,2016-02-01,2015-2016
EPI_ISL_214529,2016-02-01,2015-2016
EPI_ISL_214528,2016-02-01,2015-2016
EPI_ISL_215260,2016-02-01,2015-2016
EPI_ISL_231809,2016-02-01,2015-2016
EPI_ISL_215774,2016-02-01,2015-2016
EPI_ISL_232854,2016-02-01,2015-2016
EPI_ISL_218454,2016-02-01,2015-2016
EPI_ISL_220305,2016-02-01,2015-2016
EPI_ISL_220366,2016-02-01,2015-2016
EPI_ISL_220369,2016-02-01,2015-2016
EPI_ISL_222742,2016-02-01,2015-2016
EPI_ISL_239829,2016-02-01,2015-2016
EPI_ISL_239844,2016-02-01,2015-2016
EPI_ISL_223504,2016-02-01,2015-2016
EPI_ISL_223528,2016-02-01,2015-2016
EPI_ISL_223660,2016-02-01,2015-2016
EPI_ISL_290078,2016-02-01,2015-2016
EPI_ISL_224550,2016-02-01,2015-2016
EPI_ISL_224558,2016-02-01,2015-2016
EPI_ISL_224556,2016-02-01,2015-2016
EPI_ISL_224684,2016-02-01,2015-2016
EPI_ISL_224690,2016-02-01,2015-2016
EPI_ISL_225315,2016-02-01,2015-2016
EPI_ISL_225914,2016-02-01,2015-2016
EPI_ISL_212136,2016-02-01,2015-2016
EPI_ISL_16891359,2016-02-01,2015-2016
EPI_ISL_261480,2016-02-01,2015-2016
EPI_ISL_212996,2016-02-02,2015-2016
EPI_ISL_229792,2016-02-02,2015-2016
EPI_ISL_213985,2016-02-02,2015-2016
EPI_ISL_231962,2016-02-02,2015-2016
EPI_ISL_215642,2016-02-02,2015-2016
EPI_ISL_215772,2016-02-02,2015-2016
EPI_ISL_232846,2016-02-02,2015-2016
EPI_ISL_282908,2016-02-02,2015-2016
EPI_ISL_218457,2016-02-02,2015-2016
EPI_ISL_219182,2016-02-02,2015-2016
EPI_ISL_220288,2016-02-02,2015-2016
EPI_ISL_223505,2016-02-02,2015-2016
EPI_ISL_223525,2016-02-02,2015-2016
EPI_ISL_223524,2016-02-02,2015-2016
EPI_ISL_223529,2016-02-02,2015-2016
EPI_ISL_223913,2016-02-02,2015-2016
EPI_ISL_225919,2016-02-02,2015-2016
EPI_ISL_293453,2016-02-02,2015-2016
EPI_ISL_213031,2016-02-03,2015-2016
EPI_ISL_393941,2016-02-03,2015-2016
EPI_ISL_279427,2016-02-03,2015-2016
EPI_ISL_215276,2016-02-03,2015-2016
EPI_ISL_215775,2016-02-03,2015-2016
EPI_ISL_215776,2016-02-03,2015-2016
EPI_ISL_232837,2016-02-03,2015-2016
EPI_ISL_232841,2016-02-03,2015-2016
EPI_ISL_233729,2016-02-03,2015-2016
EPI_ISL_19191124,2016-02-03,2015-2016
EPI_ISL_219127,2016-02-03,2015-2016
EPI_ISL_222802,2016-02-03,2015-2016
EPI_ISL_272213,2016-02-03,2015-2016
EPI_ISL_223175,2016-02-03,2015-2016
EPI_ISL_223530,2016-02-03,2015-2016
EPI_ISL_223535,2016-02-03,2015-2016
EPI_ISL_224575,2016-02-03,2015-2016
EPI_ISL_224695,2016-02-03,2015-2016
EPI_ISL_224699,2016-02-03,2015-2016
EPI_ISL_241198,2016-02-03,2015-2016
EPI_ISL_244912,2016-02-03,2015-2016
EPI_ISL_393728,2016-02-04,2015-2016
EPI_ISL_393729,2016-02-04,2015-2016
EPI_ISL_230290,2016-02-04,2015-2016
EPI_ISL_215757,2016-02-04,2015-2016
EPI_ISL_215773,2016-02-04,2015-2016
EPI_ISL_215794,2016-02-04,2015-2016
EPI_ISL_232498,2016-02-04,2015-2016
EPI_ISL_232855,2016-02-04,2015-2016
EPI_ISL_19191075,2016-02-04,2015-2016
EPI_ISL_19191092,2016-02-04,2015-2016
EPI_ISL_251504,2016-02-04,2015-2016
EPI_ISL_219208,2016-02-04,2015-2016
EPI_ISL_241210,2016-02-04,2015-2016
EPI_ISL_243188,2016-02-04,2015-2016
EPI_ISL_243223,2016-02-04,2015-2016
EPI_ISL_243301,2016-02-04,2015-2016
EPI_ISL_214538,2016-02-05,2015-2016
EPI_ISL_214544,2016-02-05,2015-2016
EPI_ISL_214551,2016-02-05,2015-2016
EPI_ISL_215259,2016-02-05,2015-2016
EPI_ISL_215271,2016-02-05,2015-2016
EPI_ISL_215803,2016-02-05,2015-2016
EPI_ISL_232847,2016-02-05,2015-2016
EPI_ISL_232851,2016-02-05,2015-2016
EPI_ISL_232848,2016-02-05,2015-2016
EPI_ISL_232856,2016-02-05,2015-2016
EPI_ISL_232877,2016-02-05,2015-2016
EPI_ISL_283436,2016-02-05,2015-2016
EPI_ISL_218955,2016-02-05,2015-2016
EPI_ISL_218954,2016-02-05,2015-2016
EPI_ISL_219184,2016-02-05,2015-2016
