name,date,season
EPI_ISL_314176,2018-03-23,2017-2018
EPI_ISL_314357,2018-03-23,2017-2018
EPI_ISL_396325,2018-03-23,2017-2018
EPI_ISL_314676,2018-03-23,2017-2018
EPI_ISL_314921,2018-03-23,2017-2018
EPI_ISL_315769,2018-03-23,2017-2018
EPI_ISL_18043528,2018-03-23,2017-2018
EPI_ISL_316505,2018-03-23,2017-2018
EPI_ISL_319628,2018-03-23,2017-2018
EPI_ISL_320378,2018-03-23,2017-2018
EPI_ISL_18981534,2018-03-23,2017-2018
EPI_ISL_321919,2018-03-23,2017-2018
EPI_ISL_321925,2018-03-23,2017-2018
EPI_ISL_322430,2018-03-23,2017-2018
EPI_ISL_322470,2018-03-23,2017-2018
EPI_ISL_306861,2018-03-23,2017-2018
EPI_ISL_307897,2018-03-23,2017-2018
EPI_ISL_307898,2018-03-23,2017-2018
EPI_ISL_307899,2018-03-23,2017-2018
EPI_ISL_308965,2018-03-23,2017-2018
EPI_ISL_358465,2018-03-23,2017-2018
EPI_ISL_358464,2018-03-23,2017-2018
EPI_ISL_309476,2018-03-23,2017-2018
EPI_ISL_310225,2018-03-23,2017-2018
EPI_ISL_310259,2018-03-23,2017-2018
EPI_ISL_14925733,2018-03-23,2017-2018
EPI_ISL_376823,2018-03-23,2017-2018
EPI_ISL_361601,2018-03-24,2017-2018
EPI_ISL_329800,2018-03-24,2017-2018
EPI_ISL_330161,2018-03-24,2017-2018
EPI_ISL_313812,2018-03-24,2017-2018
EPI_ISL_396267,2018-03-24,2017-2018
EPI_ISL_314660,2018-03-24,2017-2018
EPI_ISL_331871,2018-03-24,2017-2018
EPI_ISL_331870,2018-03-24,2017-2018
EPI_ISL_331890,2018-03-24,2017-2018
EPI_ISL_381316,2018-03-24,2017-2018
EPI_ISL_320304,2018-03-24,2017-2018
EPI_ISL_320315,2018-03-24,2017-2018
EPI_ISL_320326,2018-03-24,2017-2018
EPI_ISL_320350,2018-03-24,2017-2018
EPI_ISL_18981535,2018-03-24,2017-2018
EPI_ISL_320941,2018-03-24,2017-2018
EPI_ISL_308998,2018-03-24,2017-2018
EPI_ISL_309008,2018-03-24,2017-2018
EPI_ISL_309542,2018-03-24,2017-2018
EPI_ISL_309557,2018-03-24,2017-2018
EPI_ISL_361605,2018-03-25,2017-2018
EPI_ISL_313871,2018-03-25,2017-2018
EPI_ISL_330479,2018-03-25,2017-2018
EPI_ISL_330480,2018-03-25,2017-2018
EPI_ISL_322262,2018-03-25,2017-2018
EPI_ISL_322488,2018-03-25,2017-2018
EPI_ISL_373423,2018-03-25,2017-2018
EPI_ISL_307900,2018-03-25,2017-2018
EPI_ISL_309015,2018-03-25,2017-2018
EPI_ISL_309011,2018-03-25,2017-2018
EPI_ISL_358319,2018-03-25,2017-2018
EPI_ISL_312002,2018-03-26,2017-2018
EPI_ISL_361607,2018-03-26,2017-2018
EPI_ISL_313516,2018-03-26,2017-2018
EPI_ISL_395619,2018-03-26,2017-2018
EPI_ISL_395642,2018-03-26,2017-2018
EPI_ISL_314183,2018-03-26,2017-2018
EPI_ISL_330970,2018-03-26,2017-2018
EPI_ISL_315784,2018-03-26,2017-2018
EPI_ISL_315941,2018-03-26,2017-2018
EPI_ISL_316098,2018-03-26,2017-2018
EPI_ISL_316439,2018-03-26,2017-2018
EPI_ISL_319707,2018-03-26,2017-2018
EPI_ISL_319715,2018-03-26,2017-2018
EPI_ISL_320150,2018-03-26,2017-2018
EPI_ISL_320611,2018-03-26,2017-2018
EPI_ISL_321238,2018-03-26,2017-2018
EPI_ISL_321921,2018-03-26,2017-2018
EPI_ISL_322103,2018-03-26,2017-2018
EPI_ISL_322466,2018-03-26,2017-2018
EPI_ISL_322930,2018-03-26,2017-2018
EPI_ISL_322956,2018-03-26,2017-2018
EPI_ISL_355786,2018-03-26,2017-2018
EPI_ISL_307092,2018-03-26,2017-2018
EPI_ISL_307901,2018-03-26,2017-2018
EPI_ISL_307902,2018-03-26,2017-2018
EPI_ISL_307903,2018-03-26,2017-2018
EPI_ISL_307904,2018-03-26,2017-2018
EPI_ISL_308970,2018-03-26,2017-2018
EPI_ISL_309017,2018-03-26,2017-2018
EPI_ISL_358468,2018-03-26,2017-2018
EPI_ISL_309323,2018-03-26,2017-2018
EPI_ISL_309541,2018-03-26,2017-2018
EPI_ISL_376845,2018-03-27,2017-2018
EPI_ISL_327725,2018-03-27,2017-2018
EPI_ISL_360831,2018-03-27,2017-2018
EPI_ISL_312862,2018-03-27,2017-2018
EPI_ISL_14174732,2018-03-27,2017-2018
EPI_ISL_314321,2018-03-27,2017-2018
EPI_ISL_331513,2018-03-27,2017-2018
EPI_ISL_381317,2018-03-27,2017-2018
EPI_ISL_315970,2018-03-27,2017-2018
EPI_ISL_315980,2018-03-27,2017-2018
EPI_ISL_316502,2018-03-27,2017-2018
EPI_ISL_320114,2018-03-27,2017-2018
EPI_ISL_320288,2018-03-27,2017-2018
EPI_ISL_320612,2018-03-27,2017-2018
EPI_ISL_321920,2018-03-27,2017-2018
EPI_ISL_322444,2018-03-27,2017-2018
EPI_ISL_322440,2018-03-27,2017-2018
EPI_ISL_322955,2018-03-27,2017-2018
EPI_ISL_306979,2018-03-27,2017-2018
EPI_ISL_373429,2018-03-27,2017-2018
EPI_ISL_307905,2018-03-27,2017-2018
EPI_ISL_307906,2018-03-27,2017-2018
EPI_ISL_308983,2018-03-27,2017-2018
EPI_ISL_358452,2018-03-27,2017-2018
EPI_ISL_358455,2018-03-27,2017-2018
EPI_ISL_358456,2018-03-27,2017-2018
EPI_ISL_309540,2018-03-27,2017-2018
EPI_ISL_328546,2018-03-28,2017-2018
EPI_ISL_312836,2018-03-28,2017-2018
EPI_ISL_312837,2018-03-28,2017-2018
EPI_ISL_312845,2018-03-28,2017-2018
EPI_ISL_395726,2018-03-28,2017-2018
EPI_ISL_395767,2018-03-28,2017-2018
EPI_ISL_330481,2018-03-28,2017-2018
EPI_ISL_314285,2018-03-28,2017-2018
EPI_ISL_396269,2018-03-28,2017-2018
EPI_ISL_314599,2018-03-28,2017-2018
EPI_ISL_315032,2018-03-28,2017-2018
EPI_ISL_331514,2018-03-28,2017-2018
EPI_ISL_331619,2018-03-28,2017-2018
EPI_ISL_315939,2018-03-28,2017-2018
EPI_ISL_320289,2018-03-28,2017-2018
EPI_ISL_320322,2018-03-28,2017-2018
EPI_ISL_18981536,2018-03-28,2017-2018
EPI_ISL_320441,2018-03-28,2017-2018
EPI_ISL_320655,2018-03-28,2017-2018
EPI_ISL_4072967,2018-03-28,2017-2018
EPI_ISL_321579,2018-03-28,2017-2018
EPI_ISL_321889,2018-03-28,2017-2018
EPI_ISL_322481,2018-03-28,2017-2018
EPI_ISL_322950,2018-03-28,2017-2018
EPI_ISL_322961,2018-03-28,2017-2018
EPI_ISL_306986,2018-03-28,2017-2018
EPI_ISL_373469,2018-03-28,2017-2018
EPI_ISL_308954,2018-03-28,2017-2018
EPI_ISL_308984,2018-03-28,2017-2018
EPI_ISL_309013,2018-03-28,2017-2018
EPI_ISL_358457,2018-03-28,2017-2018
EPI_ISL_309550,2018-03-28,2017-2018
EPI_ISL_309551,2018-03-28,2017-2018
EPI_ISL_309547,2018-03-28,2017-2018
EPI_ISL_309559,2018-03-28,2017-2018
EPI_ISL_309554,2018-03-28,2017-2018
EPI_ISL_309555,2018-03-28,2017-2018
EPI_ISL_360832,2018-03-29,2017-2018
EPI_ISL_360935,2018-03-29,2017-2018
EPI_ISL_312003,2018-03-29,2017-2018
EPI_ISL_395956,2018-03-29,2017-2018
EPI_ISL_331515,2018-03-29,2017-2018
EPI_ISL_381314,2018-03-29,2017-2018
EPI_ISL_316612,2018-03-29,2017-2018
EPI_ISL_316765,2018-03-29,2017-2018
EPI_ISL_320290,2018-03-29,2017-2018
EPI_ISL_320613,2018-03-29,2017-2018
EPI_ISL_320639,2018-03-29,2017-2018
EPI_ISL_321445,2018-03-29,2017-2018
EPI_ISL_321888,2018-03-29,2017-2018
EPI_ISL_355785,2018-03-29,2017-2018
EPI_ISL_306988,2018-03-29,2017-2018
EPI_ISL_373393,2018-03-29,2017-2018
EPI_ISL_373433,2018-03-29,2017-2018
EPI_ISL_307908,2018-03-29,2017-2018
EPI_ISL_373444,2018-03-29,2017-2018
EPI_ISL_307907,2018-03-29,2017-2018
EPI_ISL_309543,2018-03-29,2017-2018
EPI_ISL_309552,2018-03-29,2017-2018
EPI_ISL_309561,2018-03-29,2017-2018
EPI_ISL_14925734,2018-03-29,2017-2018
EPI_ISL_376825,2018-03-29,2017-2018
EPI_ISL_376849,2018-03-30,2017-2018
EPI_ISL_312864,2018-03-30,2017-2018
EPI_ISL_329801,2018-03-30,2017-2018
EPI_ISL_330160,2018-03-30,2017-2018
EPI_ISL_314347,2018-03-30,2017-2018
EPI_ISL_314358,2018-03-30,2017-2018
EPI_ISL_314667,2018-03-30,2017-2018
EPI_ISL_314989,2018-03-30,2017-2018
EPI_ISL_14835631,2018-03-30,2017-2018
EPI_ISL_320325,2018-03-30,2017-2018
EPI_ISL_320353,2018-03-30,2017-2018
EPI_ISL_18981537,2018-03-30,2017-2018
EPI_ISL_321566,2018-03-30,2017-2018
EPI_ISL_321861,2018-03-30,2017-2018
EPI_ISL_358469,2018-03-30,2017-2018
EPI_ISL_309529,2018-03-30,2017-2018
EPI_ISL_309560,2018-03-30,2017-2018
EPI_ISL_310226,2018-03-30,2017-2018
EPI_ISL_327649,2018-03-30,2017-2018
EPI_ISL_312826,2018-03-31,2017-2018
EPI_ISL_314987,2018-03-31,2017-2018
EPI_ISL_331516,2018-03-31,2017-2018
EPI_ISL_333202,2018-03-31,2017-2018
