name,date,season
EPI_ISL_304334,2017-10-30,2017-2018
EPI_ISL_305343,2017-10-30,2017-2018
EPI_ISL_313782,2017-10-30,2017-2018
EPI_ISL_313783,2017-10-30,2017-2018
EPI_ISL_315172,2017-10-30,2017-2018
EPI_ISL_285681,2017-10-30,2017-2018
EPI_ISL_285722,2017-10-30,2017-2018
EPI_ISL_285723,2017-10-30,2017-2018
EPI_ISL_285756,2017-10-30,2017-2018
EPI_ISL_287580,2017-10-30,2017-2018
EPI_ISL_287582,2017-10-30,2017-2018
EPI_ISL_287596,2017-10-30,2017-2018
EPI_ISL_287598,2017-10-30,2017-2018
EPI_ISL_287622,2017-10-30,2017-2018
EPI_ISL_288097,2017-10-30,2017-2018
EPI_ISL_288499,2017-10-30,2017-2018
EPI_ISL_288537,2017-10-30,2017-2018
EPI_ISL_288539,2017-10-30,2017-2018
EPI_ISL_289276,2017-10-30,2017-2018
EPI_ISL_290105,2017-10-30,2017-2018
EPI_ISL_291172,2017-10-30,2017-2018
EPI_ISL_291680,2017-10-30,2017-2018
EPI_ISL_291701,2017-10-30,2017-2018
EPI_ISL_292539,2017-10-30,2017-2018
EPI_ISL_292550,2017-10-30,2017-2018
EPI_ISL_293799,2017-10-30,2017-2018
EPI_ISL_329554,2017-10-31,2017-2018
EPI_ISL_18681106,2017-10-31,2017-2018
EPI_ISL_299437,2017-10-31,2017-2018
EPI_ISL_299649,2017-10-31,2017-2018
EPI_ISL_365334,2017-10-31,2017-2018
EPI_ISL_334661,2017-10-31,2017-2018
EPI_ISL_303939,2017-10-31,2017-2018
EPI_ISL_304991,2017-10-31,2017-2018
EPI_ISL_304992,2017-10-31,2017-2018
EPI_ISL_304993,2017-10-31,2017-2018
EPI_ISL_313799,2017-10-31,2017-2018
EPI_ISL_313800,2017-10-31,2017-2018
EPI_ISL_314297,2017-10-31,2017-2018
EPI_ISL_314593,2017-10-31,2017-2018
EPI_ISL_19189488,2017-10-31,2017-2018
EPI_ISL_285728,2017-10-31,2017-2018
EPI_ISL_286035,2017-10-31,2017-2018
EPI_ISL_286044,2017-10-31,2017-2018
EPI_ISL_286043,2017-10-31,2017-2018
EPI_ISL_286055,2017-10-31,2017-2018
EPI_ISL_287570,2017-10-31,2017-2018
EPI_ISL_287624,2017-10-31,2017-2018
EPI_ISL_288475,2017-10-31,2017-2018
EPI_ISL_19262402,2017-10-31,2017-2018
EPI_ISL_291621,2017-10-31,2017-2018
EPI_ISL_296082,2017-11-01,2017-2018
EPI_ISL_296154,2017-11-01,2017-2018
EPI_ISL_329509,2017-11-01,2017-2018
EPI_ISL_297721,2017-11-01,2017-2018
EPI_ISL_366776,2017-11-01,2017-2018
EPI_ISL_305052,2017-11-01,2017-2018
EPI_ISL_312171,2017-11-01,2017-2018
EPI_ISL_283155,2017-11-01,2017-2018
EPI_ISL_20174480,2017-11-01,2017-2018
EPI_ISL_285682,2017-11-01,2017-2018
EPI_ISL_285710,2017-11-01,2017-2018
EPI_ISL_285724,2017-11-01,2017-2018
EPI_ISL_285753,2017-11-01,2017-2018
EPI_ISL_286059,2017-11-01,2017-2018
EPI_ISL_287576,2017-11-01,2017-2018
EPI_ISL_287589,2017-11-01,2017-2018
EPI_ISL_288088,2017-11-01,2017-2018
EPI_ISL_288441,2017-11-01,2017-2018
EPI_ISL_290596,2017-11-01,2017-2018
EPI_ISL_290998,2017-11-01,2017-2018
EPI_ISL_19460876,2017-11-01,2017-2018
EPI_ISL_291646,2017-11-01,2017-2018
EPI_ISL_291720,2017-11-01,2017-2018
EPI_ISL_292907,2017-11-01,2017-2018
EPI_ISL_293075,2017-11-01,2017-2018
EPI_ISL_296166,2017-11-02,2017-2018
EPI_ISL_329510,2017-11-02,2017-2018
EPI_ISL_18681128,2017-11-02,2017-2018
EPI_ISL_299496,2017-11-02,2017-2018
EPI_ISL_299840,2017-11-02,2017-2018
EPI_ISL_299853,2017-11-02,2017-2018
EPI_ISL_300811,2017-11-02,2017-2018
EPI_ISL_301390,2017-11-02,2017-2018
EPI_ISL_4069976,2017-11-02,2017-2018
EPI_ISL_302485,2017-11-02,2017-2018
EPI_ISL_314342,2017-11-02,2017-2018
EPI_ISL_314337,2017-11-02,2017-2018
EPI_ISL_314404,2017-11-02,2017-2018
EPI_ISL_314401,2017-11-02,2017-2018
EPI_ISL_315173,2017-11-02,2017-2018
EPI_ISL_315776,2017-11-02,2017-2018
EPI_ISL_316124,2017-11-02,2017-2018
EPI_ISL_285684,2017-11-02,2017-2018
EPI_ISL_285725,2017-11-02,2017-2018
EPI_ISL_286045,2017-11-02,2017-2018
EPI_ISL_286040,2017-11-02,2017-2018
EPI_ISL_287601,2017-11-02,2017-2018
EPI_ISL_287609,2017-11-02,2017-2018
EPI_ISL_287625,2017-11-02,2017-2018
EPI_ISL_320725,2017-11-02,2017-2018
EPI_ISL_288095,2017-11-02,2017-2018
EPI_ISL_288325,2017-11-02,2017-2018
EPI_ISL_288440,2017-11-02,2017-2018
EPI_ISL_288503,2017-11-02,2017-2018
EPI_ISL_288540,2017-11-02,2017-2018
EPI_ISL_289764,2017-11-02,2017-2018
EPI_ISL_291670,2017-11-02,2017-2018
EPI_ISL_292600,2017-11-02,2017-2018
EPI_ISL_294321,2017-11-02,2017-2018
EPI_ISL_296529,2017-11-03,2017-2018
EPI_ISL_329514,2017-11-03,2017-2018
EPI_ISL_17673028,2017-11-03,2017-2018
EPI_ISL_15842254,2017-11-03,2017-2018
EPI_ISL_285750,2017-11-03,2017-2018
