name,date,season
EPI_ISL_281130,2017-01-19,2016-2017
EPI_ISL_281162,2017-01-19,2016-2017
EPI_ISL_248477,2017-01-19,2016-2017
EPI_ISL_249046,2017-01-19,2016-2017
EPI_ISL_249045,2017-01-19,2016-2017
EPI_ISL_249169,2017-01-19,2016-2017
EPI_ISL_249173,2017-01-19,2016-2017
EPI_ISL_249358,2017-01-19,2016-2017
EPI_ISL_249362,2017-01-19,2016-2017
EPI_ISL_18043572,2017-01-19,2016-2017
EPI_ISL_382365,2017-01-19,2016-2017
EPI_ISL_382364,2017-01-19,2016-2017
EPI_ISL_382367,2017-01-19,2016-2017
EPI_ISL_382366,2017-01-19,2016-2017
EPI_ISL_382369,2017-01-19,2016-2017
EPI_ISL_382368,2017-01-19,2016-2017
EPI_ISL_382371,2017-01-19,2016-2017
EPI_ISL_382370,2017-01-19,2016-2017
EPI_ISL_252530,2017-01-19,2016-2017
EPI_ISL_252529,2017-01-19,2016-2017
EPI_ISL_252532,2017-01-19,2016-2017
EPI_ISL_253091,2017-01-19,2016-2017
EPI_ISL_253094,2017-01-19,2016-2017
EPI_ISL_253093,2017-01-19,2016-2017
EPI_ISL_253092,2017-01-19,2016-2017
EPI_ISL_253116,2017-01-19,2016-2017
EPI_ISL_253192,2017-01-19,2016-2017
EPI_ISL_253471,2017-01-19,2016-2017
EPI_ISL_253584,2017-01-19,2016-2017
EPI_ISL_286429,2017-01-19,2016-2017
EPI_ISL_286425,2017-01-19,2016-2017
EPI_ISL_286438,2017-01-19,2016-2017
EPI_ISL_286434,2017-01-19,2016-2017
EPI_ISL_286444,2017-01-19,2016-2017
EPI_ISL_286446,2017-01-19,2016-2017
EPI_ISL_286442,2017-01-19,2016-2017
EPI_ISL_286452,2017-01-19,2016-2017
EPI_ISL_286454,2017-01-19,2016-2017
EPI_ISL_286450,2017-01-19,2016-2017
EPI_ISL_286458,2017-01-19,2016-2017
EPI_ISL_286531,2017-01-19,2016-2017
EPI_ISL_286541,2017-01-19,2016-2017
EPI_ISL_286544,2017-01-19,2016-2017
EPI_ISL_286547,2017-01-19,2016-2017
EPI_ISL_287342,2017-01-19,2016-2017
EPI_ISL_287525,2017-01-19,2016-2017
EPI_ISL_287557,2017-01-19,2016-2017
EPI_ISL_18802285,2017-01-19,2016-2017
EPI_ISL_288782,2017-01-19,2016-2017
EPI_ISL_256161,2017-01-19,2016-2017
EPI_ISL_289023,2017-01-19,2016-2017
EPI_ISL_256422,2017-01-19,2016-2017
EPI_ISL_256426,2017-01-19,2016-2017
EPI_ISL_289228,2017-01-19,2016-2017
EPI_ISL_289229,2017-01-19,2016-2017
EPI_ISL_289321,2017-01-19,2016-2017
EPI_ISL_289322,2017-01-19,2016-2017
EPI_ISL_289352,2017-01-19,2016-2017
EPI_ISL_289369,2017-01-19,2016-2017
EPI_ISL_289380,2017-01-19,2016-2017
EPI_ISL_289379,2017-01-19,2016-2017
EPI_ISL_289424,2017-01-19,2016-2017
EPI_ISL_289444,2017-01-19,2016-2017
EPI_ISL_289443,2017-01-19,2016-2017
EPI_ISL_256887,2017-01-19,2016-2017
EPI_ISL_388081,2017-01-19,2016-2017
EPI_ISL_388080,2017-01-19,2016-2017
EPI_ISL_388082,2017-01-19,2016-2017
EPI_ISL_257330,2017-01-19,2016-2017
EPI_ISL_257352,2017-01-19,2016-2017
EPI_ISL_257358,2017-01-19,2016-2017
EPI_ISL_258338,2017-01-19,2016-2017
EPI_ISL_258337,2017-01-19,2016-2017
EPI_ISL_259647,2017-01-19,2016-2017
