name,date,country,epidemic_key
OR278549.1,2022-08-XX,France,france_y2022
OR278657.1,2022-08-XX,France,france_y2022
OR278949.1,2022-08-XX,France,france_y2022
OR278968.1,2022-08-XX,France,france_y2022
OR278977.1,2022-08-XX,France,france_y2022
OR279019.1,2022-08-XX,France,france_y2022
OR279073.1,2022-08-XX,France,france_y2022
OR279112.1,2022-08-XX,France,france_y2022
OR279177.1,2022-08-XX,France,france_y2022
OR279237.1,2022-08-XX,France,france_y2022
OR279307.1,2022-08-XX,France,france_y2022
OR279309.1,2022-08-XX,France,france_y2022
OR279339.1,2022-08-XX,France,france_y2022
OR279608.1,2022-08-XX,France,france_y2022
OR279728.1,2022-08-XX,France,france_y2022
OR280244.1,2022-08-XX,France,france_y2022
OR280353.1,2022-08-XX,France,france_y2022
OR280414.1,2022-08-XX,France,france_y2022
OR280516.1,2022-08-XX,France,france_y2022
OR280565.1,2022-08-XX,France,france_y2022
OR280688.1,2022-08-XX,France,france_y2022
OR280873.1,2022-08-XX,France,france_y2022
OR280912.1,2022-08-XX,France,france_y2022
OR280931.1,2022-08-XX,France,france_y2022
OR280960.1,2022-08-XX,France,france_y2022
OR281114.1,2022-08-XX,France,france_y2022
OR281097.1,2022-08-XX,France,france_y2022
OR281113.1,2022-08-XX,France,france_y2022
OR281135.1,2022-08-XX,France,france_y2022
OR281206.1,2022-08-XX,France,france_y2022
OR281244.1,2022-08-XX,France,france_y2022
OR281491.1,2022-08-XX,France,france_y2022
OR281649.1,2022-08-XX,France,france_y2022
OR281775.1,2022-08-XX,France,france_y2022
OR281817.1,2022-08-XX,France,france_y2022
OR281830.1,2022-08-XX,France,france_y2022
OR281867.1,2022-08-XX,France,france_y2022
OR281854.1,2022-08-XX,France,france_y2022
OR281939.1,2022-08-XX,France,france_y2022
OR282127.1,2022-08-XX,France,france_y2022
OR282137.1,2022-08-XX,France,france_y2022
OR282179.1,2022-08-XX,France,france_y2022
OR282260.1,2022-08-XX,France,france_y2022
OR282411.1,2022-08-XX,France,france_y2022
OQ897490.1,2022-08-XX,France,france_y2022
OQ897574.1,2022-08-XX,France,france_y2022
OQ897617.1,2022-08-XX,France,france_y2022
OQ897921.1,2022-08-XX,France,france_y2022
OQ897936.1,2022-08-XX,France,france_y2022
OQ898039.1,2022-08-XX,France,france_y2022
OQ898083.1,2022-08-XX,France,france_y2022
OQ898133.1,2022-08-XX,France,france_y2022
OQ898124.1,2022-08-XX,France,france_y2022
OQ898177.1,2022-08-XX,France,france_y2022
OQ898259.1,2022-08-XX,France,france_y2022
OQ898306.1,2022-08-XX,France,france_y2022
OQ898336.1,2022-08-XX,France,france_y2022
OQ898433.1,2022-08-XX,France,france_y2022
OQ898496.1,2022-08-XX,France,france_y2022
OQ898452.1,2022-08-XX,France,france_y2022
OQ898564.1,2022-08-XX,France,france_y2022
OQ898641.1,2022-08-XX,France,france_y2022
OQ898666.1,2022-08-XX,France,france_y2022
OQ898772.1,2022-08-XX,France,france_y2022
OQ898965.1,2022-08-XX,France,france_y2022
OQ899079.1,2022-08-XX,France,france_y2022
OQ899126.1,2022-08-XX,France,france_y2022
OQ899242.1,2022-08-XX,France,france_y2022
OQ899266.1,2022-08-XX,France,france_y2022
OQ899267.1,2022-08-XX,France,france_y2022
OQ899272.1,2022-08-XX,France,france_y2022
OQ899287.1,2022-08-XX,France,france_y2022
OQ899278.1,2022-08-XX,France,france_y2022
OQ899290.1,2022-08-XX,France,france_y2022
OQ899343.1,2022-08-XX,France,france_y2022
OQ899344.1,2022-08-XX,France,france_y2022
OQ899460.1,2022-08-XX,France,france_y2022
OQ899455.1,2022-08-XX,France,france_y2022
OQ899487.1,2022-08-XX,France,france_y2022
OQ899761.1,2022-08-XX,France,france_y2022
OQ899798.1,2022-08-XX,France,france_y2022
OQ899989.1,2022-08-XX,France,france_y2022
OQ900151.1,2022-08-XX,France,france_y2022
OQ900157.1,2022-08-XX,France,france_y2022
OQ900362.1,2022-08-XX,France,france_y2022
OQ900395.1,2022-08-XX,France,france_y2022
OQ900428.1,2022-08-XX,France,france_y2022
OQ900503.1,2022-08-XX,France,france_y2022
OQ900686.1,2022-08-XX,France,france_y2022
OQ900770.1,2022-08-XX,France,france_y2022
OQ900914.1,2022-08-XX,France,france_y2022
OQ900944.1,2022-08-XX,France,france_y2022
OQ900951.1,2022-08-XX,France,france_y2022
OQ901009.1,2022-08-XX,France,france_y2022
OQ901030.1,2022-08-XX,France,france_y2022
OQ901032.1,2022-08-XX,France,france_y2022
OQ900991.1,2022-08-XX,France,france_y2022
OQ901086.1,2022-08-XX,France,france_y2022
OQ901107.1,2022-08-XX,France,france_y2022
OQ901209.1,2022-08-XX,France,france_y2022
OQ901355.1,2022-08-XX,France,france_y2022
OQ901380.1,2022-08-XX,France,france_y2022
OQ901485.1,2022-08-XX,France,france_y2022
OQ901772.1,2022-08-XX,France,france_y2022
OQ901790.1,2022-08-XX,France,france_y2022
OQ901962.1,2022-08-XX,France,france_y2022
OQ902003.1,2022-08-XX,France,france_y2022
OQ902023.1,2022-08-XX,France,france_y2022
OQ902069.1,2022-08-XX,France,france_y2022
OQ902277.1,2022-08-XX,France,france_y2022
OQ902463.1,2022-08-XX,France,france_y2022
OQ902502.1,2022-08-XX,France,france_y2022
OQ902607.1,2022-08-XX,France,france_y2022
OQ902560.1,2022-08-XX,France,france_y2022
OQ902710.1,2022-08-XX,France,france_y2022
OQ902733.1,2022-08-XX,France,france_y2022
OQ903017.1,2022-08-XX,France,france_y2022
OQ902990.1,2022-08-XX,France,france_y2022
OQ903105.1,2022-08-XX,France,france_y2022
OQ903252.1,2022-08-XX,France,france_y2022
OQ903281.1,2022-08-XX,France,france_y2022
OQ903378.1,2022-08-XX,France,france_y2022
OQ903422.1,2022-08-XX,France,france_y2022
OQ903493.1,2022-08-XX,France,france_y2022
OQ903613.1,2022-08-XX,France,france_y2022
OQ903576.1,2022-08-XX,France,france_y2022
OQ903600.1,2022-08-XX,France,france_y2022
OQ903784.1,2022-08-XX,France,france_y2022
OQ903899.1,2022-08-XX,France,france_y2022
OQ904027.1,2022-08-XX,France,france_y2022
OQ904005.1,2022-08-XX,France,france_y2022
OQ904193.1,2022-08-XX,France,france_y2022
OQ904189.1,2022-08-XX,France,france_y2022
OQ904187.1,2022-08-XX,France,france_y2022
OQ904245.1,2022-08-XX,France,france_y2022
OQ904375.1,2022-08-XX,France,france_y2022
OQ904505.1,2022-08-XX,France,france_y2022
OQ904523.1,2022-08-XX,France,france_y2022
OQ904749.1,2022-08-XX,France,france_y2022
OQ904730.1,2022-08-XX,France,france_y2022
OQ904871.1,2022-08-XX,France,france_y2022
OQ904968.1,2022-08-XX,France,france_y2022
OQ905054.1,2022-08-XX,France,france_y2022
OQ905164.1,2022-08-XX,France,france_y2022
OQ905449.1,2022-08-XX,France,france_y2022
OQ905387.1,2022-08-XX,France,france_y2022
OQ905506.1,2022-08-XX,France,france_y2022
OQ905563.1,2022-08-XX,France,france_y2022
OQ905600.1,2022-08-XX,France,france_y2022
OQ905594.1,2022-08-XX,France,france_y2022
OQ905782.1,2022-08-XX,France,france_y2022
OQ906061.1,2022-08-XX,France,france_y2022
OQ906138.1,2022-08-XX,France,france_y2022
OQ906161.1,2022-08-XX,France,france_y2022
OQ906504.1,2022-08-XX,France,france_y2022
OQ906588.1,2022-08-XX,France,france_y2022
OQ906764.1,2022-08-XX,France,france_y2022
OQ906729.1,2022-08-XX,France,france_y2022
OQ906863.1,2022-08-XX,France,france_y2022
OQ906898.1,2022-08-XX,France,france_y2022
OQ906917.1,2022-08-XX,France,france_y2022
OQ906943.1,2022-08-XX,France,france_y2022
OQ906963.1,2022-08-XX,France,france_y2022
OQ907025.1,2022-08-XX,France,france_y2022
OQ907066.1,2022-08-XX,France,france_y2022
OQ907380.1,2022-08-XX,France,france_y2022
OQ907466.1,2022-08-XX,France,france_y2022
OQ907486.1,2022-08-XX,France,france_y2022
OQ907595.1,2022-08-XX,France,france_y2022
OQ907646.1,2022-08-XX,France,france_y2022
OQ907799.1,2022-08-XX,France,france_y2022
OQ907868.1,2022-08-XX,France,france_y2022
OQ907954.1,2022-08-XX,France,france_y2022
OQ908311.1,2022-08-XX,France,france_y2022
OQ908302.1,2022-08-XX,France,france_y2022
OQ908471.1,2022-08-XX,France,france_y2022
OQ908632.1,2022-08-XX,France,france_y2022
OQ908652.1,2022-08-XX,France,france_y2022
OQ423388.1,2022-09-09,France,france_y2022
OR326418.1,2022-09-XX,France,france_y2022
OR326403.1,2022-09-XX,France,france_y2022
OR326439.1,2022-09-XX,France,france_y2022
OR326388.1,2022-09-XX,France,france_y2022
