name,date,country,epidemic_key
PZ028388.1,2021-05-XX,Kazakhstan,kazakhstan_y2021
OQ561548.1,2021-07-07,Kazakhstan,kazakhstan_y2021
OQ119999.1,2021-08-02,Kazakhstan,kazakhstan_y2021
OQ120012.1,2021-08-03,Kazakhstan,kazakhstan_y2021
OQ119948.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119934.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119935.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119939.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119936.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119941.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119947.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119958.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119962.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119966.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119965.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119964.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119971.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ119967.1,2021-09-02,Kazakhstan,kazakhstan_y2021
OQ120262.1,2021-09-02,Kazakhstan,kazakhstan_y2021
PZ100451.1,2021-09-XX,Kazakhstan,kazakhstan_y2021
OP684305.1,2021-09-XX,Kazakhstan,kazakhstan_y2021
OR607958.1,2021-09-22,Kazakhstan,kazakhstan_y2021
OR607962.1,2021-11-15,Kazakhstan,kazakhstan_y2021
