name,date,country,epidemic_key
OM766086.1,2021-09-07,South Africa,south_africa_y2021
OM766104.1,2021-09-07,South Africa,south_africa_y2021
PP520770.1,2021-09-08,South Africa,south_africa_y2021
PP520771.1,2021-09-08,South Africa,south_africa_y2021
PP520781.1,2021-09-08,South Africa,south_africa_y2021
PP520780.1,2021-09-08,South Africa,south_africa_y2021
PP520769.1,2021-09-08,South Africa,south_africa_y2021
PP520786.1,2021-09-08,South Africa,south_africa_y2021
PP521055.1,2021-09-08,South Africa,south_africa_y2021
OM766089.1,2021-09-08,South Africa,south_africa_y2021
OM766090.1,2021-09-08,South Africa,south_africa_y2021
OM766088.1,2021-09-08,South Africa,south_africa_y2021
OM766100.1,2021-09-08,South Africa,south_africa_y2021
OM766101.1,2021-09-08,South Africa,south_africa_y2021
OM766106.1,2021-09-08,South Africa,south_africa_y2021
OM739823.1,2021-09-08,South Africa,south_africa_y2021
PP520772.1,2021-09-09,South Africa,south_africa_y2021
PP520774.1,2021-09-09,South Africa,south_africa_y2021
PP520783.1,2021-09-09,South Africa,south_africa_y2021
PP520782.1,2021-09-09,South Africa,south_africa_y2021
PP520775.1,2021-09-09,South Africa,south_africa_y2021
PP520777.1,2021-09-09,South Africa,south_africa_y2021
ON078412.1,2021-09-09,South Africa,south_africa_y2021
OM766091.1,2021-09-09,South Africa,south_africa_y2021
OM766093.1,2021-09-09,South Africa,south_africa_y2021
OM766094.1,2021-09-09,South Africa,south_africa_y2021
OM766097.1,2021-09-09,South Africa,south_africa_y2021
OM766103.1,2021-09-09,South Africa,south_africa_y2021
OM766102.1,2021-09-09,South Africa,south_africa_y2021
PP520776.1,2021-09-10,South Africa,south_africa_y2021
PP520875.1,2021-09-10,South Africa,south_africa_y2021
PP520871.1,2021-09-10,South Africa,south_africa_y2021
PP522320.1,2021-09-10,South Africa,south_africa_y2021
ON078487.1,2021-09-10,South Africa,south_africa_y2021
OM766096.1,2021-09-10,South Africa,south_africa_y2021
OM766108.1,2021-09-10,South Africa,south_africa_y2021
OM766107.1,2021-09-10,South Africa,south_africa_y2021
PP521047.1,2021-09-13,South Africa,south_africa_y2021
PP521147.1,2021-09-13,South Africa,south_africa_y2021
PP522244.1,2021-09-13,South Africa,south_africa_y2021
OM773377.1,2021-09-13,South Africa,south_africa_y2021
OM739815.1,2021-09-13,South Africa,south_africa_y2021
PP520809.1,2021-09-14,South Africa,south_africa_y2021
PP520842.1,2021-09-14,South Africa,south_africa_y2021
PP520841.1,2021-09-14,South Africa,south_africa_y2021
PP520862.1,2021-09-14,South Africa,south_africa_y2021
PP521051.1,2021-09-14,South Africa,south_africa_y2021
PP521094.1,2021-09-14,South Africa,south_africa_y2021
PP521148.1,2021-09-14,South Africa,south_africa_y2021
PP522146.1,2021-09-14,South Africa,south_africa_y2021
PP522321.1,2021-09-14,South Africa,south_africa_y2021
PP522322.1,2021-09-14,South Africa,south_africa_y2021
OP522569.1,2021-09-14,South Africa,south_africa_y2021
ON647621.1,2021-09-14,South Africa,south_africa_y2021
OM766112.1,2021-09-14,South Africa,south_africa_y2021
OM766109.1,2021-09-14,South Africa,south_africa_y2021
OM766110.1,2021-09-14,South Africa,south_africa_y2021
OM766113.1,2021-09-14,South Africa,south_africa_y2021
OM773378.1,2021-09-14,South Africa,south_africa_y2021
OM773379.1,2021-09-14,South Africa,south_africa_y2021
OM739819.1,2021-09-14,South Africa,south_africa_y2021
PP520851.1,2021-09-15,South Africa,south_africa_y2021
PP520868.1,2021-09-15,South Africa,south_africa_y2021
OM766117.1,2021-09-15,South Africa,south_africa_y2021
OM766125.1,2021-09-15,South Africa,south_africa_y2021
PP520815.1,2021-09-16,South Africa,south_africa_y2021
PP520810.1,2021-09-16,South Africa,south_africa_y2021
PP520825.1,2021-09-16,South Africa,south_africa_y2021
PP520846.1,2021-09-16,South Africa,south_africa_y2021
PP521059.1,2021-09-16,South Africa,south_africa_y2021
PP521061.1,2021-09-16,South Africa,south_africa_y2021
PP521067.1,2021-09-16,South Africa,south_africa_y2021
OM766118.1,2021-09-16,South Africa,south_africa_y2021
OM766120.1,2021-09-16,South Africa,south_africa_y2021
OM766122.1,2021-09-16,South Africa,south_africa_y2021
OM766119.1,2021-09-16,South Africa,south_africa_y2021
OM739835.1,2021-09-16,South Africa,south_africa_y2021
OM739829.1,2021-09-16,South Africa,south_africa_y2021
OM739827.1,2021-09-16,South Africa,south_africa_y2021
PP520861.1,2021-09-17,South Africa,south_africa_y2021
PP521056.1,2021-09-17,South Africa,south_africa_y2021
PP522242.1,2021-09-17,South Africa,south_africa_y2021
OM766123.1,2021-09-17,South Africa,south_africa_y2021
OM739824.1,2021-09-17,South Africa,south_africa_y2021
PP520936.1,2021-09-18,South Africa,south_africa_y2021
PP520937.1,2021-09-18,South Africa,south_africa_y2021
OM739756.1,2021-09-18,South Africa,south_africa_y2021
OM739757.1,2021-09-18,South Africa,south_africa_y2021
PP520939.1,2021-09-19,South Africa,south_africa_y2021
PP520940.1,2021-09-19,South Africa,south_africa_y2021
ON116565.1,2021-09-19,South Africa,south_africa_y2021
ON116564.1,2021-09-19,South Africa,south_africa_y2021
ON078366.1,2021-09-19,South Africa,south_africa_y2021
OM739759.1,2021-09-19,South Africa,south_africa_y2021
OM739760.1,2021-09-19,South Africa,south_africa_y2021
PP520811.1,2021-09-20,South Africa,south_africa_y2021
PP520853.1,2021-09-20,South Africa,south_africa_y2021
PP520858.1,2021-09-20,South Africa,south_africa_y2021
PP520856.1,2021-09-20,South Africa,south_africa_y2021
PP520857.1,2021-09-20,South Africa,south_africa_y2021
PP520855.1,2021-09-20,South Africa,south_africa_y2021
PP520852.1,2021-09-20,South Africa,south_africa_y2021
PP520854.1,2021-09-20,South Africa,south_africa_y2021
PP520946.1,2021-09-20,South Africa,south_africa_y2021
PP520941.1,2021-09-20,South Africa,south_africa_y2021
PP520942.1,2021-09-20,South Africa,south_africa_y2021
PP520951.1,2021-09-20,South Africa,south_africa_y2021
PP520950.1,2021-09-20,South Africa,south_africa_y2021
ON116566.1,2021-09-20,South Africa,south_africa_y2021
OM773341.1,2021-09-20,South Africa,south_africa_y2021
OM773350.1,2021-09-20,South Africa,south_africa_y2021
OM773349.1,2021-09-20,South Africa,south_africa_y2021
OM773348.1,2021-09-20,South Africa,south_africa_y2021
OM773343.1,2021-09-20,South Africa,south_africa_y2021
OM773342.1,2021-09-20,South Africa,south_africa_y2021
OM773345.1,2021-09-20,South Africa,south_africa_y2021
OM773347.1,2021-09-20,South Africa,south_africa_y2021
OM739762.1,2021-09-20,South Africa,south_africa_y2021
OM739763.1,2021-09-20,South Africa,south_africa_y2021
OM739770.1,2021-09-20,South Africa,south_africa_y2021
OM739774.1,2021-09-20,South Africa,south_africa_y2021
OM739775.1,2021-09-20,South Africa,south_africa_y2021
PP520801.1,2021-09-21,South Africa,south_africa_y2021
PP520816.1,2021-09-21,South Africa,south_africa_y2021
PP520807.1,2021-09-21,South Africa,south_africa_y2021
PP520829.1,2021-09-21,South Africa,south_africa_y2021
PP520828.1,2021-09-21,South Africa,south_africa_y2021
PP520827.1,2021-09-21,South Africa,south_africa_y2021
PP520830.1,2021-09-21,South Africa,south_africa_y2021
PP520859.1,2021-09-21,South Africa,south_africa_y2021
PP520878.1,2021-09-21,South Africa,south_africa_y2021
PP520943.1,2021-09-21,South Africa,south_africa_y2021
PP520948.1,2021-09-21,South Africa,south_africa_y2021
PP520986.1,2021-09-21,South Africa,south_africa_y2021
OR939692.1,2021-09-21,South Africa,south_africa_y2021
OM773340.1,2021-09-21,South Africa,south_africa_y2021
OM739765.1,2021-09-21,South Africa,south_africa_y2021
OM739766.1,2021-09-21,South Africa,south_africa_y2021
OM739772.1,2021-09-21,South Africa,south_africa_y2021
OM720790.1,2021-09-21,South Africa,south_africa_y2021
OM720789.1,2021-09-21,South Africa,south_africa_y2021
OM720793.1,2021-09-21,South Africa,south_africa_y2021
OM720796.1,2021-09-21,South Africa,south_africa_y2021
OM720791.1,2021-09-21,South Africa,south_africa_y2021
OM720795.1,2021-09-21,South Africa,south_africa_y2021
OM720785.1,2021-09-21,South Africa,south_africa_y2021
OM720794.1,2021-09-21,South Africa,south_africa_y2021
PP520945.1,2021-09-22,South Africa,south_africa_y2021
PP520949.1,2021-09-22,South Africa,south_africa_y2021
OM739768.1,2021-09-22,South Africa,south_africa_y2021
OM739773.1,2021-09-22,South Africa,south_africa_y2021
PP522129.1,2021-09-23,South Africa,south_africa_y2021
PP522288.1,2021-09-23,South Africa,south_africa_y2021
PP520974.1,2021-09-24,South Africa,south_africa_y2021
OM773360.1,2021-09-24,South Africa,south_africa_y2021
PP520975.1,2021-09-25,South Africa,south_africa_y2021
OM773361.1,2021-09-25,South Africa,south_africa_y2021
PP520901.1,2021-09-26,South Africa,south_africa_y2021
OM773359.1,2021-09-26,South Africa,south_africa_y2021
PP520972.1,2021-09-27,South Africa,south_africa_y2021
PP521024.1,2021-09-27,South Africa,south_africa_y2021
PP521023.1,2021-09-27,South Africa,south_africa_y2021
PP521030.1,2021-09-27,South Africa,south_africa_y2021
PP521031.1,2021-09-27,South Africa,south_africa_y2021
PP522289.1,2021-09-27,South Africa,south_africa_y2021
ON116567.1,2021-09-27,South Africa,south_africa_y2021
ON116568.1,2021-09-27,South Africa,south_africa_y2021
OM773357.1,2021-09-27,South Africa,south_africa_y2021
OM739776.1,2021-09-27,South Africa,south_africa_y2021
OM739777.1,2021-09-27,South Africa,south_africa_y2021
OM739783.1,2021-09-27,South Africa,south_africa_y2021
OM739784.1,2021-09-27,South Africa,south_africa_y2021
PP520900.1,2021-09-28,South Africa,south_africa_y2021
PP520969.1,2021-09-28,South Africa,south_africa_y2021
PP521025.1,2021-09-28,South Africa,south_africa_y2021
OM773353.1,2021-09-28,South Africa,south_africa_y2021
OM773354.1,2021-09-28,South Africa,south_africa_y2021
OM739778.1,2021-09-28,South Africa,south_africa_y2021
PP520977.1,2021-09-29,South Africa,south_africa_y2021
PP521027.1,2021-09-29,South Africa,south_africa_y2021
PP521032.1,2021-09-29,South Africa,south_africa_y2021
PP521026.1,2021-09-29,South Africa,south_africa_y2021
OM857866.1,2021-09-29,South Africa,south_africa_y2021
