name,date,country,epidemic_key
ON283977.1,2021-07-20,France,france_y2021
ON283979.1,2021-07-20,France,france_y2021
ON284015.1,2021-07-20,France,france_y2021
ON283952.1,2021-07-20,France,france_y2021
ON284016.1,2021-07-20,France,france_y2021
ON284017.1,2021-07-20,France,france_y2021
ON284014.1,2021-07-20,France,france_y2021
ON284021.1,2021-07-20,France,france_y2021
ON284022.1,2021-07-20,France,france_y2021
ON284019.1,2021-07-20,France,france_y2021
ON284018.1,2021-07-20,France,france_y2021
ON284020.1,2021-07-20,France,france_y2021
ON284027.1,2021-07-20,France,france_y2021
ON284028.1,2021-07-20,France,france_y2021
ON284026.1,2021-07-20,France,france_y2021
ON284025.1,2021-07-20,France,france_y2021
ON284029.1,2021-07-20,France,france_y2021
ON284023.1,2021-07-20,France,france_y2021
ON284036.1,2021-07-20,France,france_y2021
ON284034.1,2021-07-20,France,france_y2021
ON284033.1,2021-07-20,France,france_y2021
ON284024.1,2021-07-20,France,france_y2021
ON284038.1,2021-07-20,France,france_y2021
ON284037.1,2021-07-20,France,france_y2021
ON284032.1,2021-07-20,France,france_y2021
ON284041.1,2021-07-20,France,france_y2021
ON284042.1,2021-07-20,France,france_y2021
ON284039.1,2021-07-20,France,france_y2021
ON284043.1,2021-07-20,France,france_y2021
ON284044.1,2021-07-20,France,france_y2021
ON284045.1,2021-07-20,France,france_y2021
ON284040.1,2021-07-20,France,france_y2021
ON284114.1,2021-07-20,France,france_y2021
ON284363.1,2021-07-20,France,france_y2021
PQ977308.1,2021-07-21,France,france_y2021
PQ977619.1,2021-07-21,France,france_y2021
PQ977800.1,2021-07-21,France,france_y2021
PQ977796.1,2021-07-21,France,france_y2021
PQ978052.1,2021-07-21,France,france_y2021
PQ978085.1,2021-07-21,France,france_y2021
PQ978082.1,2021-07-21,France,france_y2021
PQ978065.1,2021-07-21,France,france_y2021
PQ978059.1,2021-07-21,France,france_y2021
PQ978067.1,2021-07-21,France,france_y2021
ON277143.1,2021-07-21,France,france_y2021
ON277345.1,2021-07-21,France,france_y2021
ON283871.1,2021-07-21,France,france_y2021
ON283912.1,2021-07-21,France,france_y2021
ON283913.1,2021-07-21,France,france_y2021
ON283914.1,2021-07-21,France,france_y2021
ON283917.1,2021-07-21,France,france_y2021
ON283920.1,2021-07-21,France,france_y2021
ON283919.1,2021-07-21,France,france_y2021
ON283927.1,2021-07-21,France,france_y2021
ON283924.1,2021-07-21,France,france_y2021
ON283922.1,2021-07-21,France,france_y2021
ON283928.1,2021-07-21,France,france_y2021
ON283925.1,2021-07-21,France,france_y2021
ON283929.1,2021-07-21,France,france_y2021
ON283931.1,2021-07-21,France,france_y2021
ON283932.1,2021-07-21,France,france_y2021
ON283933.1,2021-07-21,France,france_y2021
ON283936.1,2021-07-21,France,france_y2021
ON283934.1,2021-07-21,France,france_y2021
ON283937.1,2021-07-21,France,france_y2021
ON283935.1,2021-07-21,France,france_y2021
ON283942.1,2021-07-21,France,france_y2021
ON283939.1,2021-07-21,France,france_y2021
ON283938.1,2021-07-21,France,france_y2021
ON283921.1,2021-07-21,France,france_y2021
ON283943.1,2021-07-21,France,france_y2021
ON283973.1,2021-07-21,France,france_y2021
ON283982.1,2021-07-21,France,france_y2021
ON283984.1,2021-07-21,France,france_y2021
ON283983.1,2021-07-21,France,france_y2021
ON283995.1,2021-07-21,France,france_y2021
ON284046.1,2021-07-21,France,france_y2021
ON284048.1,2021-07-21,France,france_y2021
ON284047.1,2021-07-21,France,france_y2021
ON284051.1,2021-07-21,France,france_y2021
ON284049.1,2021-07-21,France,france_y2021
ON284050.1,2021-07-21,France,france_y2021
ON284052.1,2021-07-21,France,france_y2021
ON284053.1,2021-07-21,France,france_y2021
ON284055.1,2021-07-21,France,france_y2021
ON284054.1,2021-07-21,France,france_y2021
ON284056.1,2021-07-21,France,france_y2021
ON284058.1,2021-07-21,France,france_y2021
ON284059.1,2021-07-21,France,france_y2021
ON284062.1,2021-07-21,France,france_y2021
ON284060.1,2021-07-21,France,france_y2021
ON284061.1,2021-07-21,France,france_y2021
ON284068.1,2021-07-21,France,france_y2021
ON284069.1,2021-07-21,France,france_y2021
ON284064.1,2021-07-21,France,france_y2021
ON284071.1,2021-07-21,France,france_y2021
ON284063.1,2021-07-21,France,france_y2021
ON284065.1,2021-07-21,France,france_y2021
ON284070.1,2021-07-21,France,france_y2021
ON284066.1,2021-07-21,France,france_y2021
ON284067.1,2021-07-21,France,france_y2021
ON284072.1,2021-07-21,France,france_y2021
ON284074.1,2021-07-21,France,france_y2021
ON284075.1,2021-07-21,France,france_y2021
ON284073.1,2021-07-21,France,france_y2021
ON284076.1,2021-07-21,France,france_y2021
ON284078.1,2021-07-21,France,france_y2021
ON284079.1,2021-07-21,France,france_y2021
ON284077.1,2021-07-21,France,france_y2021
ON284081.1,2021-07-21,France,france_y2021
ON284080.1,2021-07-21,France,france_y2021
ON284083.1,2021-07-21,France,france_y2021
ON284086.1,2021-07-21,France,france_y2021
ON284084.1,2021-07-21,France,france_y2021
ON284087.1,2021-07-21,France,france_y2021
ON284089.1,2021-07-21,France,france_y2021
ON284088.1,2021-07-21,France,france_y2021
ON284090.1,2021-07-21,France,france_y2021
ON284093.1,2021-07-21,France,france_y2021
ON284098.1,2021-07-21,France,france_y2021
ON284092.1,2021-07-21,France,france_y2021
ON284094.1,2021-07-21,France,france_y2021
ON284091.1,2021-07-21,France,france_y2021
ON284096.1,2021-07-21,France,france_y2021
ON284097.1,2021-07-21,France,france_y2021
ON284095.1,2021-07-21,France,france_y2021
ON284082.1,2021-07-21,France,france_y2021
ON284099.1,2021-07-21,France,france_y2021
ON284101.1,2021-07-21,France,france_y2021
ON284100.1,2021-07-21,France,france_y2021
ON284102.1,2021-07-21,France,france_y2021
ON284108.1,2021-07-21,France,france_y2021
ON284106.1,2021-07-21,France,france_y2021
ON284103.1,2021-07-21,France,france_y2021
ON284085.1,2021-07-21,France,france_y2021
ON284104.1,2021-07-21,France,france_y2021
ON284112.1,2021-07-21,France,france_y2021
ON284109.1,2021-07-21,France,france_y2021
ON284111.1,2021-07-21,France,france_y2021
ON284105.1,2021-07-21,France,france_y2021
ON284107.1,2021-07-21,France,france_y2021
ON284110.1,2021-07-21,France,france_y2021
ON284113.1,2021-07-21,France,france_y2021
ON284171.1,2021-07-21,France,france_y2021
ON284369.1,2021-07-21,France,france_y2021
ON284366.1,2021-07-21,France,france_y2021
ON284365.1,2021-07-21,France,france_y2021
ON284368.1,2021-07-21,France,france_y2021
ON284364.1,2021-07-21,France,france_y2021
ON284367.1,2021-07-21,France,france_y2021
PQ976453.1,2021-07-22,France,france_y2021
PQ977666.1,2021-07-22,France,france_y2021
PQ977765.1,2021-07-22,France,france_y2021
PQ977763.1,2021-07-22,France,france_y2021
ON439144.1,2021-07-22,France,france_y2021
ON439139.1,2021-07-22,France,france_y2021
ON439141.1,2021-07-22,France,france_y2021
ON439156.1,2021-07-22,France,france_y2021
ON439145.1,2021-07-22,France,france_y2021
ON277144.1,2021-07-22,France,france_y2021
ON277158.1,2021-07-22,France,france_y2021
ON280336.1,2021-07-22,France,france_y2021
ON283862.1,2021-07-22,France,france_y2021
ON283999.1,2021-07-22,France,france_y2021
ON284000.1,2021-07-22,France,france_y2021
ON283997.1,2021-07-22,France,france_y2021
ON283998.1,2021-07-22,France,france_y2021
ON284013.1,2021-07-22,France,france_y2021
ON284011.1,2021-07-22,France,france_y2021
ON284001.1,2021-07-22,France,france_y2021
ON284006.1,2021-07-22,France,france_y2021
ON284008.1,2021-07-22,France,france_y2021
