name,date,country,epidemic_key
ON603023.1,2022-01-01,Kenya,kenya_y2022
ON602839.1,2022-01-02,Kenya,kenya_y2022
ON603274.1,2022-01-02,Kenya,kenya_y2022
ON198908.1,2022-01-02,Kenya,kenya_y2022
ON603020.1,2022-01-03,Kenya,kenya_y2022
ON603019.1,2022-01-03,Kenya,kenya_y2022
ON603002.1,2022-01-04,Kenya,kenya_y2022
ON603009.1,2022-01-04,Kenya,kenya_y2022
ON603022.1,2022-01-04,Kenya,kenya_y2022
OQ788181.1,2022-01-05,Kenya,kenya_y2022
ON603014.1,2022-01-05,Kenya,kenya_y2022
ON603007.1,2022-01-05,Kenya,kenya_y2022
ON603219.1,2022-01-05,Kenya,kenya_y2022
OQ788179.1,2022-01-11,Kenya,kenya_y2022
OP711898.1,2022-01-12,Kenya,kenya_y2022
ON602975.1,2022-01-12,Kenya,kenya_y2022
ON198836.1,2022-01-12,Kenya,kenya_y2022
OQ788180.1,2022-01-13,Kenya,kenya_y2022
ON198860.1,2022-01-14,Kenya,kenya_y2022
ON198859.1,2022-01-14,Kenya,kenya_y2022
ON198867.1,2022-01-16,Kenya,kenya_y2022
ON198869.1,2022-01-17,Kenya,kenya_y2022
ON198825.1,2022-01-18,Kenya,kenya_y2022
ON198875.1,2022-01-19,Kenya,kenya_y2022
ON602948.1,2022-01-23,Kenya,kenya_y2022
OQ788196.1,2022-01-31,Kenya,kenya_y2022
OQ788184.1,2022-02-05,Kenya,kenya_y2022
OQ788183.1,2022-02-08,Kenya,kenya_y2022
OQ788185.1,2022-02-11,Kenya,kenya_y2022
OQ788186.1,2022-02-11,Kenya,kenya_y2022
OQ788182.1,2022-02-15,Kenya,kenya_y2022
OP883724.1,2022-04-07,Kenya,kenya_y2022
ON603278.1,2022-04-18,Kenya,kenya_y2022
OP883707.1,2022-05-07,Kenya,kenya_y2022
ON603282.1,2022-05-09,Kenya,kenya_y2022
ON603288.1,2022-05-11,Kenya,kenya_y2022
ON965587.1,2022-06-11,Kenya,kenya_y2022
ON965696.1,2022-06-15,Kenya,kenya_y2022
ON965681.1,2022-06-21,Kenya,kenya_y2022
OP883737.1,2022-06-24,Kenya,kenya_y2022
OP296335.1,2022-06-25,Kenya,kenya_y2022
OP711778.1,2022-07-05,Kenya,kenya_y2022
OP711779.1,2022-07-05,Kenya,kenya_y2022
OP883729.1,2022-07-12,Kenya,kenya_y2022
OP711785.1,2022-07-13,Kenya,kenya_y2022
OP711793.1,2022-07-15,Kenya,kenya_y2022
OP711787.1,2022-07-18,Kenya,kenya_y2022
OP296284.1,2022-07-18,Kenya,kenya_y2022
OP296389.1,2022-07-26,Kenya,kenya_y2022
OP711807.1,2022-07-27,Kenya,kenya_y2022
OP711809.1,2022-08-05,Kenya,kenya_y2022
OP883706.1,2022-08-07,Kenya,kenya_y2022
OP883742.1,2022-08-07,Kenya,kenya_y2022
OP883812.1,2022-09-11,Kenya,kenya_y2022
OP890880.1,2022-10-03,Kenya,kenya_y2022
OP890839.1,2022-10-06,Kenya,kenya_y2022
OP890870.1,2022-10-06,Kenya,kenya_y2022
OP890872.1,2022-10-15,Kenya,kenya_y2022
OP890820.1,2022-11-01,Kenya,kenya_y2022
OQ352727.1,2022-11-02,Kenya,kenya_y2022
OP890857.1,2022-11-03,Kenya,kenya_y2022
OQ352777.1,2022-11-08,Kenya,kenya_y2022
OQ352783.1,2022-11-08,Kenya,kenya_y2022
OQ061290.1,2022-11-09,Kenya,kenya_y2022
OP963530.1,2022-11-10,Kenya,kenya_y2022
OP926868.1,2022-11-10,Kenya,kenya_y2022
OQ061294.1,2022-11-11,Kenya,kenya_y2022
OQ061295.1,2022-11-11,Kenya,kenya_y2022
OQ061297.1,2022-11-12,Kenya,kenya_y2022
OQ061298.1,2022-11-13,Kenya,kenya_y2022
OQ352737.1,2022-11-14,Kenya,kenya_y2022
OQ061291.1,2022-11-15,Kenya,kenya_y2022
OQ061292.1,2022-11-15,Kenya,kenya_y2022
OQ061304.1,2022-11-15,Kenya,kenya_y2022
OQ061307.1,2022-11-15,Kenya,kenya_y2022
OP963532.1,2022-11-15,Kenya,kenya_y2022
OQ061310.1,2022-11-17,Kenya,kenya_y2022
OQ352640.1,2022-11-18,Kenya,kenya_y2022
OP963536.1,2022-11-18,Kenya,kenya_y2022
OP963525.1,2022-11-19,Kenya,kenya_y2022
OP963518.1,2022-11-20,Kenya,kenya_y2022
OQ061311.1,2022-11-21,Kenya,kenya_y2022
OP963517.1,2022-11-21,Kenya,kenya_y2022
OP963522.1,2022-11-21,Kenya,kenya_y2022
OP963531.1,2022-11-21,Kenya,kenya_y2022
OP963534.1,2022-11-21,Kenya,kenya_y2022
OP963541.1,2022-11-21,Kenya,kenya_y2022
OP963537.1,2022-11-21,Kenya,kenya_y2022
OP963516.1,2022-11-22,Kenya,kenya_y2022
OP963521.1,2022-11-22,Kenya,kenya_y2022
OP963523.1,2022-11-22,Kenya,kenya_y2022
OP963539.1,2022-11-22,Kenya,kenya_y2022
OP963543.1,2022-11-22,Kenya,kenya_y2022
OP963544.1,2022-11-22,Kenya,kenya_y2022
OQ352707.1,2022-11-23,Kenya,kenya_y2022
OQ061293.1,2022-11-23,Kenya,kenya_y2022
OP963520.1,2022-11-23,Kenya,kenya_y2022
OP963514.1,2022-11-23,Kenya,kenya_y2022
OP963547.1,2022-11-23,Kenya,kenya_y2022
OP963542.1,2022-11-23,Kenya,kenya_y2022
OQ130524.1,2022-11-24,Kenya,kenya_y2022
OP963546.1,2022-11-24,Kenya,kenya_y2022
OQ130516.1,2022-11-27,Kenya,kenya_y2022
OQ286048.1,2022-11-28,Kenya,kenya_y2022
OQ286049.1,2022-11-28,Kenya,kenya_y2022
OQ130515.1,2022-11-28,Kenya,kenya_y2022
OQ286052.1,2022-11-28,Kenya,kenya_y2022
OQ061277.1,2022-11-28,Kenya,kenya_y2022
OQ061284.1,2022-11-29,Kenya,kenya_y2022
OQ061280.1,2022-11-29,Kenya,kenya_y2022
OQ061282.1,2022-11-29,Kenya,kenya_y2022
OQ130520.1,2022-11-29,Kenya,kenya_y2022
OQ061283.1,2022-11-29,Kenya,kenya_y2022
OQ061285.1,2022-11-29,Kenya,kenya_y2022
OQ061287.1,2022-11-30,Kenya,kenya_y2022
OQ130522.1,2022-12-03,Kenya,kenya_y2022
OQ130525.1,2022-12-04,Kenya,kenya_y2022
OQ130517.1,2022-12-06,Kenya,kenya_y2022
