name,date,country,epidemic_key
ON671102.1,2021-08-24,New Zealand,new_zealand_y2021
ON671074.1,2021-08-24,New Zealand,new_zealand_y2021
ON671114.1,2021-08-24,New Zealand,new_zealand_y2021
ON671112.1,2021-08-24,New Zealand,new_zealand_y2021
ON671118.1,2021-08-24,New Zealand,new_zealand_y2021
ON671123.1,2021-08-24,New Zealand,new_zealand_y2021
ON671124.1,2021-08-24,New Zealand,new_zealand_y2021
ON671140.1,2021-08-24,New Zealand,new_zealand_y2021
ON671150.1,2021-08-24,New Zealand,new_zealand_y2021
ON671125.1,2021-08-24,New Zealand,new_zealand_y2021
ON671362.1,2021-08-24,New Zealand,new_zealand_y2021
ON671369.1,2021-08-24,New Zealand,new_zealand_y2021
ON669374.1,2021-08-25,New Zealand,new_zealand_y2021
ON669968.1,2021-08-25,New Zealand,new_zealand_y2021
ON669972.1,2021-08-25,New Zealand,new_zealand_y2021
ON669975.1,2021-08-25,New Zealand,new_zealand_y2021
ON669973.1,2021-08-25,New Zealand,new_zealand_y2021
ON669978.1,2021-08-25,New Zealand,new_zealand_y2021
ON669981.1,2021-08-25,New Zealand,new_zealand_y2021
ON669989.1,2021-08-25,New Zealand,new_zealand_y2021
ON669982.1,2021-08-25,New Zealand,new_zealand_y2021
ON669983.1,2021-08-25,New Zealand,new_zealand_y2021
ON669971.1,2021-08-25,New Zealand,new_zealand_y2021
ON669984.1,2021-08-25,New Zealand,new_zealand_y2021
ON669985.1,2021-08-25,New Zealand,new_zealand_y2021
ON669986.1,2021-08-25,New Zealand,new_zealand_y2021
ON669990.1,2021-08-25,New Zealand,new_zealand_y2021
ON669996.1,2021-08-25,New Zealand,new_zealand_y2021
ON669995.1,2021-08-25,New Zealand,new_zealand_y2021
ON669992.1,2021-08-25,New Zealand,new_zealand_y2021
ON669994.1,2021-08-25,New Zealand,new_zealand_y2021
ON671105.1,2021-08-25,New Zealand,new_zealand_y2021
ON671094.1,2021-08-25,New Zealand,new_zealand_y2021
ON671107.1,2021-08-25,New Zealand,new_zealand_y2021
ON671111.1,2021-08-25,New Zealand,new_zealand_y2021
ON671108.1,2021-08-25,New Zealand,new_zealand_y2021
ON671109.1,2021-08-25,New Zealand,new_zealand_y2021
ON671117.1,2021-08-25,New Zealand,new_zealand_y2021
ON671116.1,2021-08-25,New Zealand,new_zealand_y2021
ON671110.1,2021-08-25,New Zealand,new_zealand_y2021
ON671120.1,2021-08-25,New Zealand,new_zealand_y2021
ON671119.1,2021-08-25,New Zealand,new_zealand_y2021
ON671121.1,2021-08-25,New Zealand,new_zealand_y2021
ON671104.1,2021-08-25,New Zealand,new_zealand_y2021
ON671113.1,2021-08-25,New Zealand,new_zealand_y2021
ON671122.1,2021-08-25,New Zealand,new_zealand_y2021
ON671135.1,2021-08-25,New Zealand,new_zealand_y2021
ON671136.1,2021-08-25,New Zealand,new_zealand_y2021
ON671129.1,2021-08-25,New Zealand,new_zealand_y2021
ON671133.1,2021-08-25,New Zealand,new_zealand_y2021
ON671132.1,2021-08-25,New Zealand,new_zealand_y2021
ON671134.1,2021-08-25,New Zealand,new_zealand_y2021
ON671167.1,2021-08-25,New Zealand,new_zealand_y2021
ON671127.1,2021-08-25,New Zealand,new_zealand_y2021
ON671164.1,2021-08-25,New Zealand,new_zealand_y2021
ON671126.1,2021-08-25,New Zealand,new_zealand_y2021
ON671370.1,2021-08-25,New Zealand,new_zealand_y2021
ON669318.1,2021-08-26,New Zealand,new_zealand_y2021
ON669379.1,2021-08-26,New Zealand,new_zealand_y2021
ON669377.1,2021-08-26,New Zealand,new_zealand_y2021
ON669378.1,2021-08-26,New Zealand,new_zealand_y2021
ON669380.1,2021-08-26,New Zealand,new_zealand_y2021
ON669381.1,2021-08-26,New Zealand,new_zealand_y2021
ON669375.1,2021-08-26,New Zealand,new_zealand_y2021
ON669376.1,2021-08-26,New Zealand,new_zealand_y2021
ON669976.1,2021-08-26,New Zealand,new_zealand_y2021
ON669980.1,2021-08-26,New Zealand,new_zealand_y2021
ON669988.1,2021-08-26,New Zealand,new_zealand_y2021
ON669987.1,2021-08-26,New Zealand,new_zealand_y2021
ON670016.1,2021-08-26,New Zealand,new_zealand_y2021
ON669993.1,2021-08-26,New Zealand,new_zealand_y2021
ON671141.1,2021-08-26,New Zealand,new_zealand_y2021
ON671168.1,2021-08-26,New Zealand,new_zealand_y2021
ON671159.1,2021-08-26,New Zealand,new_zealand_y2021
ON671160.1,2021-08-26,New Zealand,new_zealand_y2021
ON671161.1,2021-08-26,New Zealand,new_zealand_y2021
ON671176.1,2021-08-26,New Zealand,new_zealand_y2021
ON671175.1,2021-08-26,New Zealand,new_zealand_y2021
ON671178.1,2021-08-26,New Zealand,new_zealand_y2021
ON671174.1,2021-08-26,New Zealand,new_zealand_y2021
ON671190.1,2021-08-26,New Zealand,new_zealand_y2021
ON671181.1,2021-08-26,New Zealand,new_zealand_y2021
ON671197.1,2021-08-26,New Zealand,new_zealand_y2021
ON671196.1,2021-08-26,New Zealand,new_zealand_y2021
ON671191.1,2021-08-26,New Zealand,new_zealand_y2021
ON671193.1,2021-08-26,New Zealand,new_zealand_y2021
ON671195.1,2021-08-26,New Zealand,new_zealand_y2021
ON671192.1,2021-08-26,New Zealand,new_zealand_y2021
ON671194.1,2021-08-26,New Zealand,new_zealand_y2021
ON671198.1,2021-08-26,New Zealand,new_zealand_y2021
ON671199.1,2021-08-26,New Zealand,new_zealand_y2021
ON671203.1,2021-08-26,New Zealand,new_zealand_y2021
ON671201.1,2021-08-26,New Zealand,new_zealand_y2021
ON671180.1,2021-08-26,New Zealand,new_zealand_y2021
ON671211.1,2021-08-26,New Zealand,new_zealand_y2021
ON671210.1,2021-08-26,New Zealand,new_zealand_y2021
ON671218.1,2021-08-26,New Zealand,new_zealand_y2021
ON671200.1,2021-08-26,New Zealand,new_zealand_y2021
ON671263.1,2021-08-26,New Zealand,new_zealand_y2021
ON671265.1,2021-08-26,New Zealand,new_zealand_y2021
ON671266.1,2021-08-26,New Zealand,new_zealand_y2021
ON671366.1,2021-08-26,New Zealand,new_zealand_y2021
ON671365.1,2021-08-26,New Zealand,new_zealand_y2021
ON671363.1,2021-08-26,New Zealand,new_zealand_y2021
ON671372.1,2021-08-26,New Zealand,new_zealand_y2021
ON669369.1,2021-08-27,New Zealand,new_zealand_y2021
ON669370.1,2021-08-27,New Zealand,new_zealand_y2021
ON669371.1,2021-08-27,New Zealand,new_zealand_y2021
ON669999.1,2021-08-27,New Zealand,new_zealand_y2021
ON670001.1,2021-08-27,New Zealand,new_zealand_y2021
ON670005.1,2021-08-27,New Zealand,new_zealand_y2021
ON670004.1,2021-08-27,New Zealand,new_zealand_y2021
ON670006.1,2021-08-27,New Zealand,new_zealand_y2021
ON670012.1,2021-08-27,New Zealand,new_zealand_y2021
ON670011.1,2021-08-27,New Zealand,new_zealand_y2021
ON670010.1,2021-08-27,New Zealand,new_zealand_y2021
ON670017.1,2021-08-27,New Zealand,new_zealand_y2021
ON670009.1,2021-08-27,New Zealand,new_zealand_y2021
ON669998.1,2021-08-27,New Zealand,new_zealand_y2021
ON670000.1,2021-08-27,New Zealand,new_zealand_y2021
ON670021.1,2021-08-27,New Zealand,new_zealand_y2021
ON670019.1,2021-08-27,New Zealand,new_zealand_y2021
ON670018.1,2021-08-27,New Zealand,new_zealand_y2021
ON670020.1,2021-08-27,New Zealand,new_zealand_y2021
ON670002.1,2021-08-27,New Zealand,new_zealand_y2021
ON670003.1,2021-08-27,New Zealand,new_zealand_y2021
ON670015.1,2021-08-27,New Zealand,new_zealand_y2021
ON670022.1,2021-08-27,New Zealand,new_zealand_y2021
ON670007.1,2021-08-27,New Zealand,new_zealand_y2021
ON670008.1,2021-08-27,New Zealand,new_zealand_y2021
ON670013.1,2021-08-27,New Zealand,new_zealand_y2021
ON671184.1,2021-08-27,New Zealand,new_zealand_y2021
ON671183.1,2021-08-27,New Zealand,new_zealand_y2021
ON671185.1,2021-08-27,New Zealand,new_zealand_y2021
ON671189.1,2021-08-27,New Zealand,new_zealand_y2021
ON671204.1,2021-08-27,New Zealand,new_zealand_y2021
ON671205.1,2021-08-27,New Zealand,new_zealand_y2021
ON671206.1,2021-08-27,New Zealand,new_zealand_y2021
ON671202.1,2021-08-27,New Zealand,new_zealand_y2021
ON671208.1,2021-08-27,New Zealand,new_zealand_y2021
ON671213.1,2021-08-27,New Zealand,new_zealand_y2021
ON671207.1,2021-08-27,New Zealand,new_zealand_y2021
ON671219.1,2021-08-27,New Zealand,new_zealand_y2021
